rowname	DDA_NVG_D5_1	DDA_NVG_D6_1	DDA_NVG_F7_1	DDA_NVG_M8_1	DDA_NVG_D5_2	DDA_NVG_D6_2	DDA_NVG_F7_2	DDA_NVG_M8_2	DDA_NVG_D5_3	DDA_NVG_D6_3	DDA_NVG_F7_3	DDA_NVG_M8_3
Histone H1.5	21.366124873988145	21.326527836918345	20.865974859394946	20.860106283158146	21.378470814287446	21.310282513683646	20.867150579446147	21.002363546741545	21.497461373240046	21.449197965006647	20.942677528830046	20.940009951799947
Transcription factor BTF3	19.885243698118718	19.68452759820512	19.28477034526732	19.924137449257717	19.963998287964618	20.012666832575817	20.022579934593917	19.90438518904972	19.37532308144742	19.90916033880862	19.484184742504517	19.42449302054362
Pyridoxal phosphate phosphatase	18.455180948064392	18.636412906557094	18.682763292832394	18.325385160836895	18.824089392008293	18.456833132586492	18.150364072344892	18.51518937403519	18.31268377894739	18.380206042422394	18.48180020725909	17.993445084136894
RNA-binding protein 8A	20.09755209374474	19.791896087037138	19.922212791260737	19.926495489797837	20.025936806836636	19.774171903974736	20.021345750714037	20.10110124024464	19.988602019859638	20.155853302283138	19.444421746301337	20.055393733522237
Fumarate hydratase, mitochondrial	21.18528015335279	20.923369706193387	21.05000839929009	20.812902417765887	20.851628371353687	20.974609276362187	20.97057904726669	20.867569113130386	20.91498452411019	21.09299789691679	21.042833881253987	20.927178263141286
Transcription initiation factor IIB	18.315655589132025	17.751384827107223		18.293204740640125	18.345322434502425	18.292721884925324	18.276877772678123	18.283663119773223	18.358602692366823	18.322830864433122	18.250871006265623	18.163651016455024
Ras-related protein Rab-18	19.10632876722477	19.13857093394987	19.13804746309417	18.73476229153347	19.119418344639172	18.81224727676157	19.28049663708057	19.05798575804177	18.95985705626247	18.93871754607597	19.452807968200172	19.00487100007617
Cyclic AMP-responsive element-binding protein 1	18.512243769745222	18.553540693548022	18.23342915294732	18.47053928669322		18.53094668351932	18.442840966301922	18.40545525904502	18.47153218574932	18.537681894994222	18.40200553062622	18.71060209793292
Golgi apparatus protein 1		18.977903388645792	18.591642372138093	18.435521805507193	18.167838128969592	18.315754821809993	18.544206331760094	18.458665703196793	18.03735223553669	18.251244647370292	18.565048390374592	18.381100166960493
AP-1 complex subunit mu-1	19.07612629901828		18.93179761357398	19.22914420119338	19.18833800779038	19.101646612102382	19.16225792391138	19.277236567888682	18.954776816203783	19.208632152392482	19.23639350145378	19.11283998581358
Endothelial differentiation-related factor 1	19.27230049352032	19.395857006435417	19.337198138692518	19.16926177807352	19.12919315030862	19.49321505426882	19.441892498816618	19.196102328073618	19.218488235521317	19.511265887494517	19.33742495511632	19.433843820053117
E3 ubiquitin-protein ligase TRIM38	17.6026863470489	17.0725218404561			17.5580922359145	17.6125427306775	17.6783271573234	17.7308761046647	17.2378095032295	17.68151466789	17.5519037186996	18.1856596389469
DNA topoisomerase 1	19.007294662305902	18.9318271858349	19.0210444467322	18.907057704287702	19.0844183574493	18.924648496769503	18.966967819921503	18.907141957321702	18.964367606793402	18.912858436318704	19.052800322840103	19.010300676779202
Retinol dehydrogenase 11	18.808626277578455	18.257065011856856	18.519832981540556	18.939851475870455	18.656530427868557	18.353253870414054	19.357621199777757	18.865412758467755		18.321879924956956	19.085677245801556	18.832755278547857
Sialic acid synthase	20.0772011177094	20.3790855792357	20.4509216095932	20.3618203480432	20.2577946644364	20.3081577185881	20.4221973933596	20.261814855558498	20.3582946499318	20.4496106069397	20.388440686966298	20.0767737377877
DNA fragmentation factor subunit alpha	19.09170918989855	18.97960888596325	19.09451117062735	18.800414633024847	19.142841460565847	19.103513639841648	19.031502330007648	18.974949451920647	19.219263767662348	19.275803978841648	19.083586723502748	19.018125743465447
28 kDa heat- and acid-stable phosphoprotein	19.828326601130644	19.90980231221654	19.912457779714344	19.94552847659544	19.824964013147945	20.022336211724543	19.901005477313642	19.980078102650843	20.121141393213943	20.010666802428343	20.073348324181044	19.885876377437643
A-kinase anchor protein 2	18.558594943405975	18.542345315860075	18.986756876495274	18.642322313893473	18.682262575884973	18.755135402632074	18.887155167873875	19.021186520944372	18.599170117902872	18.400658635473075	18.838482781134072	18.984792935699172
Mitochondrial import inner membrane translocase subunit Tim13	19.925758307164237	19.554231220315337	19.509902783016937	19.817991501291736	19.665234096724838	19.737890931412437	19.613755846004338	19.688538740722137	19.86055585235834	19.70318828195594	19.628310577947936	19.701347515709838
CD59 glycoprotein	19.65334393165308	19.692864544027582	20.00345285021898	20.05523083420308	19.92977351854858	19.60282430227198	19.69212185491618	20.116102462790682	19.77299049578158	19.42785290614718	19.93018914117608	19.80097363204008
Small nuclear ribonucleoprotein Sm D2	21.10310412716914	20.91056587926444	21.059418719343636	21.091297987955336	21.01853420914964	21.00252902471294	21.053771695277437	20.988532449816837	20.889947957228138	20.922006120215336	21.007335980566836	21.010228416939437
cAMP-dependent protein kinase type II-alpha regulatory subunit	18.349683859173403	18.4774423825089	18.049297973649303	18.1597668776485	18.554459462325003	18.434645746840904	18.492382543124403		17.914062451202202	18.521054218857103	18.4871810301684	18.433391761731603
60S ribosomal protein L35a	21.033718261719216	20.937654645430314	20.98674632986112	20.83983004711812	20.99417161325382	20.960927441402717	21.046585720476713	20.953100303132814	21.073840773086715	20.975288714794218	21.07583823703012	20.91104835969972
Protein phosphatase 1 regulatory subunit 7	19.70315533524017	19.82859487462597	19.80478913180457	19.93739599926797	19.69838722047997	19.74946309284207	19.772603517829168	19.78571175679107	19.67265820787697	19.68337841399087	19.71010768050857	19.74810970876497
Integrin-linked protein kinase	17.967316010558434	18.285716246757232	18.211652918583933	18.309320402773533	18.038980548370834	18.10486861756313	18.192941941587133	18.24899553984273	18.03403774791263	18.66074321868233		17.88956584529843
Nucleolar RNA helicase 2	19.343303474721868	19.02468049962877	19.166798614822067	19.04851075217997	19.388988490498367	19.108561380653068	19.296195696444467	18.94112680759637	19.503595502785767	19.095179349839366	19.18933855005647	18.950459649638766
Calcium/calmodulin-dependent protein kinase type II subunit delta	19.11965435788304	19.50150923235014	19.50453312377764	19.88184823586414	19.04486519668184	19.52355386871364	19.48811389096704	19.69686994720314	19.02915837541774	19.64505787036324	19.57054364748794	19.76248104083714
V-type proton ATPase subunit B, brain isoform	18.860434976788184	19.542837647991284	19.716005563417283	19.487953432416685	19.096819135126086	19.601034464427187	19.358959657338186	19.610778190005984	19.227685653131086	19.549350525161685	19.478123425529287	19.605390361414685
Phosphatidylinositide phosphatase SAC1	18.50740370265665	18.45004106086415	18.57756869859585	17.95023969105225	18.43286581572585	18.57701796549015	18.342555852063352	18.49937171539035	18.251606937341652	18.40812776226815	18.64097344528385	18.42570823392275
Endoplasmic reticulum aminopeptidase 1	20.19774083978679	20.58822664347329	20.57774402974069	19.97364895958529	20.11720975247029	20.55097453031329	20.63375266665319	20.01992971713439	20.24207748126339	20.55405544716159	20.68048236530849	20.00126734618219
CDK5 regulatory subunit-associated protein 3	18.614431084816452	18.85185214547875	18.75068588174335	18.523326913814252	18.435653811544253	18.993014570414452	19.12970312799215	18.72514664976305	18.53412652004055	18.962422046905253	18.71605825724115	18.59970625882375
Cyclin-dependent kinase 6		19.146770955693576	18.975850708784673	18.887940106594776	18.709937793410475	19.025370487766576	18.754505524304076	18.915236046669474	18.654254432135975	19.066793525442776	18.833972022292475	19.073661908821073
Probable cytosolic iron-sulfur protein assembly protein CIAO1	18.580526102623352	18.558613336091454	18.596679127188853	18.763204305884155	18.647532601756655	18.322894356696253	18.011418199058355	18.035059391849153	18.752313284835555	18.773601171898054	18.488767798087753	18.430453837241053
60S ribosomal protein L24	20.877355658755825	20.752691311731525	20.835124658743727	20.647876964586327	20.915406597514426	20.804455486627226	20.878250779395024	20.699316597391228	20.931030903322124	20.813196273461326	20.876669905124626	20.711809195676526
Signal recognition particle receptor subunit beta	19.551504459725983	19.290812929473383	19.38302228248058	18.725357522132985	19.151346335013482	19.585609862354485	19.682513556037183	19.433909255304084	19.283759607767283	19.206186409531384	19.421079546185783	19.45545521824508
Large proline-rich protein BAG6	18.94532383111377	19.142904696539873	18.90978427485427	19.10724549804917	18.92895117711737	19.11874345821787	19.102753589327172	19.05273720112597	18.785765926914372	18.901403713460272	19.113730161062072	19.08305031536527
AP-3 complex subunit mu-1	18.397647417444873	18.475035441415073	18.68584227834707	18.47240689194907	18.17194994997957	18.317448589025773	18.61560349583357	18.243593082615373	18.514851190166272	18.52833773642047	18.38059684790247	18.41268412735767
Deoxynucleoside triphosphate triphosphohydrolase SAMHD1	19.244899610764968	19.311841911112666	19.09298001893257	19.133318983318066	19.05271488642977	19.313584831603066	19.270550520265868	19.11862223304397	19.244412109309767	19.328458846120167	19.210983539475066	19.128549525839368
Unconventional myosin-Ic	18.727349525686712	18.89411271764541	19.037219215869012	18.993058030854712		18.76468229382911	18.729809620782913	18.77121807110081	18.78722379711981	18.73903648455651	18.682518028777512	18.687729884512112
40S ribosomal protein S2	21.450572938448428	21.63531444409723	21.56231461981403	21.446478937786928	21.47447729915763	21.46554748723343	21.557188198344328	21.45579667932073	21.44159087545713	21.48882985793243	21.638859185761728	21.43511426719033
Guanosine-3,5-bis(diphosphate) 3-pyrophosphohydrolase MESH1	17.47829855046055	17.449854309699052	17.87067968447115	17.866341992368252	17.63645825723285	17.96909358900595		17.83365219967485	18.00738310596225	17.63508632497925	17.81428315669665	17.99301286128565
Transmembrane protein 33	18.32648219635756	18.61265043707996	18.32208589653286	17.92207041455186	18.160645253198762	18.95014091356596	18.82274893651076	18.56193209273306	18.85436702704706	18.69116086651886	18.82340485342926	18.173864002681462
Ribonucleoprotein PTB-binding 1	18.1501755383508	18.0085892168415	17.8651759493025	17.9872823260194	17.9569056910137	17.8474126173695	18.0395536617333	18.1088718510079	18.2074528405921	17.7973254061403	17.8049343493833	17.8831816759526
Interferon-induced protein with tetratricopeptide repeats 3	19.80934948884781	19.50339787751271	19.53820074836281	20.301203444221514	19.606141996858412	19.425405700370813	19.446784365513114	20.30459762542631	19.673566546473914	19.576341539363614	19.605975320633114	20.326404275317213
Lys-63-specific deubiquitinase BRCC36	18.501382831344145	18.614586890334348	18.941345710648246	18.379597135719045	18.818590474281347	18.646438472153246	18.652622271813648	18.771663722545846	18.719206467156546	18.704350300769747	18.647026656737047	18.628086229290748
Presequence protease, mitochondrial	19.071816515890585	19.438438421521386	19.113335948814786	19.304436166625987	19.085265642399186	19.266299813708287	19.272913780279286	19.249086475532685	19.010419928167586	19.165582331154386	19.145847640205485	19.272114452170786
Hepatocyte growth factor-regulated tyrosine kinase substrate	18.507318042378955	18.591882049673156	18.732143388192554	18.880994146001953	18.599744709625053	18.694156574458255	18.426131351420455	18.771194838609055	18.487897478661456	18.539348632074955	18.712986027580456	18.576485889738155
Proteasome subunit beta type-3	20.304803904348017	20.514616846494317	20.227553434036114	20.452633195437915	20.470518052225014	20.592473698650615	20.494740737815714	20.699635687052915	20.413979233119715	20.324066100443517	20.391494751230514	20.653233469337014
tRNA-splicing ligase RtcB homolog	20.236229044809512	20.218947364020913	20.427976134647512	20.39958327537841	20.306790759212515	20.31063775670191	20.463615928104314	20.377269934410013	20.167079099978015	20.221470354886513	20.495393563025115	20.37275475599291
40S ribosomal protein S20	21.728953527364617	21.770409831360016	21.550518519993517	21.647648155216018	21.629508918326316	21.76318069028292	21.710587169193516	21.843966157280217	21.858552343549917	21.763983154715916	21.762126523792517	21.53388840450672
Protein DEK	20.52105685748259	20.29144928254199	20.049667095140588	20.46485660841119	20.41376325094879	20.23525712077679	20.05518707871979	20.28132840661149	20.54805879918019	20.26998971638859	20.10761497873429	20.443347193912288
Acidic leucine-rich nuclear phosphoprotein 32 family member A	21.36749410193803	21.205326525183928	21.25283573076023	21.383624672835126	21.475014167030327	21.948452277607426	21.283033391167127	21.19011776786713	21.06831753463163	21.41177451156763	21.26079306449723	21.463920398927826
GTP:AMP phosphotransferase AK3, mitochondrial	19.76475800677791	20.12035772624851	19.99645119613331	19.88011367378381	19.507106117672713	19.672592032053313	19.74781346301501	19.766877411834113	19.716204939508412	19.74819474611391	19.85394733905291	19.66859231919161
Eukaryotic translation initiation factor 1A, X-chromosomal	19.715984586275546	19.376198414852144	20.291296791913144	19.409943083601146	19.620897545456245	19.506367322158745	19.458770749142946	19.403525740680845	19.584558897362445	19.861433769935346	19.942029946859744	19.376126115582547
Signal recognition particle 19 kDa protein	19.048269738792914	19.598513318482013	19.312034116426513	18.99816789422061	18.650952577840812	19.335992389915013	19.406541593713712	19.016075011408013	19.665567198396314	19.217683163486512	19.192168938056813	18.463818212820712
Guanine nucleotide-binding protein-like 3	18.5809878027846	18.3632294810621	18.4487590503942	18.4639896940846	18.7720971856762	18.4946740907988	18.5872666802254	18.5788110654324	18.5859202138569	18.5330007682884	18.5765222723681	18.5266522964522
NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 7	19.238512913132983	18.864081329571686	19.226708368149584	19.083471793721685	19.245746961765484	19.257393236576284	19.039007393151884	18.913583426564283	19.189745562962184	18.997565291037386	19.060480759349783	18.857875130592483
T-complex protein 1 subunit gamma	21.36260846733834	21.37128553105784	21.38930066243214	21.29769686603514	21.36911673734084	21.37387012863034	21.39072196190144	21.36572156023134	21.39150047525964	21.41453850834134	21.32271122630694	21.278916406234842
Myosin-9	21.749138136835032	21.87073064008523	21.796276142016932	21.87787678389283	21.72323300927033	21.88179233328793	21.80920247418103	21.86390993108543	21.77936750704033	21.920739636775732	21.818922612688333	21.87068126186043
C-Myc-binding protein	18.77089710158455	18.419170590530246	18.382496908537245	18.851846155588547	18.798626443004746	18.963697501386648	18.84008796200205	18.739260568291048	18.707273345635446	18.366783351417748	19.268648421952747	18.904370873139246
N-acetylserotonin O-methyltransferase-like protein	18.761769152555402	19.0740185052748	19.282799234954503	19.615694582059902	18.9383917665917	19.5313777900623	19.383728003455403	19.3451682974134	18.835227243993003	19.3959126383968	19.417953587378406	19.394224161051802
Protein arginine N-methyltransferase 1	20.01092425520441	20.09007219746191	19.88563887122081	20.12309753867511	20.10358702561221	19.92611022084461	19.998496711880712	19.99984802401931	20.20011549848781	20.11193376260151	19.91327193517361	20.13357017686861
U1 small nuclear ribonucleoprotein A	20.20737220413352	20.31689647225852	20.43659475085102	19.942507995526423	19.85386631416222	19.986724109721223	20.054687275167723	20.11139902171352	20.196868253749322	20.433619424242423	20.381876040551223	20.08449633529122
Guanine nucleotide-binding protein-like 1	18.29247323484746	18.67981582386376	18.08314606110636	18.62224283425496	19.09210580029026	19.157002271140758	19.02697868264276	17.919070120566758		18.95573682080966	18.84004414975876	19.13927810555326
Transcriptional repressor CTCF	18.24418200474263		17.690936161320632	17.97131666727023	17.76289868724513	17.91128900808363	17.96249703684863	17.85121965757483	18.06679476018403	17.801186387345233	17.827117478756232	17.83649927071653
ADP-ribosylation factor 6	18.933419835929556	19.559940482526155	20.651595312893058	18.970955868189655	19.034886105388157	19.442054793815455	18.745429923051958		18.882306788069457	18.950895408566957	18.396106870153556	18.091264547861755
Ubiquitin-protein ligase E3A	18.254912067339962	18.43153561073836	18.055040800937263	17.802211404589563			18.067024490446563	18.047279757858163	18.269936249940862	18.288973970406264	18.38425964612126	18.463265920594964
Serine/arginine-rich splicing factor 10	20.11186836321927	19.60241546125127	19.58719924179637	18.97121346057127	19.832503902540868	19.72222554484737	19.87327138539587	19.86079650645847	19.98744367359637	19.905985219087167	19.93397774968927	19.85670507756717
Cob(I)yrinic acid a,c-diamide adenosyltransferase, mitochondrial	19.270793992805405	18.751748044612405	18.797817200556104	19.141122837017406	18.499429607152003	18.846137837063505	19.018198949971303	18.830344536330404	18.584354903768105	18.901623130316004	18.307026402169406	18.486955695022104
Methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial	18.78157146976642	19.01400261049642	18.91513419810902	18.727541853893023	19.01262435730532	18.766270500388522	19.29106447798492	18.96913399930872	19.22129113564952	18.93561401858832	18.85948371438002	18.997485078452822
KRR1 small subunit processome component homolog	18.39669615950926	18.20152318869676	18.31443673556746	18.201054568967162	18.45662368027916		18.106271334802162	17.77892813094166	18.552319938716863	17.98079204737906	18.39016325828486	17.813816775917864
Probable 2-oxoglutarate dehydrogenase E1 component DHKTD1, mitochondrial	18.663035675204355	19.400483800674856	19.303632380067555	18.723184605618155	18.875662341882855	19.091960220817853	18.834247930061554	18.699225264910552	18.360106002259354	18.955552241740154	19.293824313562254	19.151460429686953
Heterogeneous nuclear ribonucleoproteins C1/C2	22.361646838938917	22.08730940413252	22.111283310981918	22.20754894255972	22.47030356254212	22.303412815329317	22.21652285653372	22.122504851383816	22.294853784915617	22.246487342038222	22.15987298830732	22.13490686971012
BAG family molecular chaperone regulator 2	19.55239758426894	19.77606032191434	19.73540893299694	19.09413586439974	19.47773879627994	19.81416127272434	19.71734995500394	19.46553669348604	19.89017622893284	19.81098752650394	19.66928360635624	19.60685338758044
Proteasomal ubiquitin receptor ADRM1	19.79814073513581	19.62486840189291	19.85087248515221	19.87205985446941	19.58658958834951	19.687423989485108	19.63836749890071	19.85306711303441	19.809654577290008	19.82332507807471	19.75578102606471	19.68984256636831
Nucleolar complex protein 3 homolog	19.351432949792922	19.367663537096522	18.564497238203323	19.119469778706122	19.485967757332823	19.216406022292123	19.377063286196723	19.973763855511823	19.41653463723372	19.01046915154162	19.333238540361823	19.107053329872123
Zinc finger protein ZPR1	18.477845132334103	18.678803456030103	18.449058326923605	18.356670222571605	18.585106600959705	18.601561005622205	18.493649095159903	18.764828861231805	18.671944216814005	18.599921244854006	18.683183696349605	18.570383752724403
Thioredoxin-like protein 1	19.890956443648587	20.086362842691088	20.239827183076887	20.04201291092899	19.958340234021087	20.16908546057259	20.24466026736889	20.066344470473087	19.95656226294359	20.149068823008587	20.106826307889886	20.08984615640019
Hydroxysteroid dehydrogenase-like protein 2	19.24638094750362	19.62699169786272	19.33844335472392	19.59485925984342	19.34623328715612	19.551552070651024	19.14566954905842	19.822642710999023	19.534426302215223	19.50864493531672	19.201891446938223	19.58756502308812
RUN and FYVE domain-containing protein 1	19.28972547131514	18.94216511572394	19.24594969532744	19.23156776839514	19.13960028296024	18.82721339026364	18.709963599358442	18.74111570180744	19.082194639276842	18.667536710948642	18.79922669773094	
Prolyl 4-hydroxylase subunit alpha-1		18.810683403214586	19.261289779516186	18.423686660697786	18.30657894570429	18.965242366449488	19.423012276010486	18.538238060523685		18.984944644733588	19.255543866912987	18.512206677247185
ADP-ribosylation factor-like protein 1	19.208718083643024	18.998353074458223	18.899691432263925	18.883948710648323	18.604133359650724	19.287945889557225	18.943520935040922	18.977984885993024	19.021266247218822	19.311125753995423	18.559388135938423	18.964916533392625
Basic leucine zipper and W2 domain-containing protein 1	19.52556288903421	19.692278659096708	19.71486937735861	19.74367934291271	19.582057729208607	19.77901093308341	19.65409651036081	19.82206756845131	19.62934418660581	19.815028332486808	19.76880293128921	19.70061251621651
Guanine nucleotide-binding protein G(k) subunit alpha	19.691599263595645	19.541064052104247	19.611868367001247	19.270826869133845	19.343680930915045	19.370303243167047	19.372987637724144	19.306073068905846	19.479714983354647	19.448922720566745	19.695474284985547	19.307142521973844
Phosphoserine aminotransferase	21.303554673836874	21.309988809711975	21.295365994619672	21.080535230976473	21.358723941117674	21.345382998806873	21.273407121186573	21.068728966823073	21.401049229481874	21.322317596710473	21.299156611774475	21.208220270326272
Muscleblind-like protein 1	18.61631891543974	18.77222232166374	18.79279853434984	18.61353857669874	18.73448114868294	18.76085119973294	18.28752428508574	18.75551285951834	18.59220460313114	18.74734737556064	18.15175449547234	18.64938010661594
Nuclear body protein SP140	18.843867438715403	18.728515476954804	18.480192548499705	18.440256421089902	18.923657422906103	18.727133670871705	18.309623524536704	18.354353068023304	18.944668823452304	18.748083157034504	18.474584063312403	18.587466433007204
Protein transport protein Sec24A	18.3919276026357	18.835766232447803	18.897899448122903	18.2686582191788	18.1120625188079	18.888104989793	18.928129315770903	18.6831235883186	18.309171161717902	18.7978660789357	18.8879741875702	18.9027446170085
Zinc finger CCCH domain-containing protein 4	18.76889642218711		18.28867193585431	18.641466982838512	18.592549391963612	18.39751898173901	18.36970172242421	18.44670679933091	18.66010796533831	18.46475566430631	18.45129788945821	18.46903462614371
Core-binding factor subunit beta	17.8928909486352	17.7650144674305	17.525576528885	17.6641349987679	17.8927853711568	17.6425135104106	17.2920562680297	17.8438991050121	18.0026197989745	17.8109959014268	17.5428177409687	17.8612851715122
IST1 homolog	19.334072219491418	19.13399587603902	19.58331733677002	19.51801716688122	19.38544380420472	19.45545488398262	19.23177095788272	19.493249296500217	19.537717649338717	19.526502955729317	19.468268060239218	19.82032337133202
Vesicle-associated membrane protein 8	19.451199142463505	19.521368023392807	19.473388854482504	19.545235466564105	19.504247373539904	19.624512389264606	19.664277306688906	19.584913829444805	19.589949782059804	19.535159824327906	19.306710113017406	18.878076384065004
Epidermal growth factor receptor substrate 15	19.6251842034482	19.720866708399	19.5333751934876	19.5858712596566	19.574723142958803	19.647067638382005	19.502828124524505	19.741502198532302	19.4774384234357	19.578706030846305	19.538858288563304	19.640530216441903
Early endosome antigen 1	20.082368674584238	20.16917608016744	20.252488777073037	20.246186427502337	19.90228301420374	20.19646208269714	20.07824417003834	20.203169479938836	19.958975866343838	20.214809777692636	20.044483978040038	20.170318761549037
Transmembrane protein 165	18.82265848286686	18.86591051986236	18.99042357014796	18.071885292254258	18.37036528538156	18.84228085658446	18.96250338514646		18.89457451686916	18.91884386780956	18.89422578711656	18.55848811875386
WD repeat-containing protein 43	18.906179609259365	18.251652957995965	19.054595003887865	18.506467938513566	18.590009979668768	18.608111740865365	18.491320146413866	18.271817210703468	18.815322609530366	18.136176285617466	19.126785420214567	18.107649106710365
Pyridoxal-dependent decarboxylase domain-containing protein 1	18.385995452853592	18.615204285210595	18.763393205276092	18.873196195119892	18.368028533087294	17.873809905065695	18.404703316862392	18.063261614000194	18.222593814933994	18.475487722598793	18.302089912057493	18.290723147251395
Protein LSM14 homolog A	18.728904893161403	18.891076353923804	18.440205811420903	18.722553274096402	19.7226188476417	18.888831754280602	18.646338071594904	18.729583766057104	18.475169740035604	18.886703302039802	18.2350211559933	19.055400607878102
MKI67 FHA domain-interacting nucleolar phosphoprotein	18.891407281815606	18.752103928427704	19.005753131631806	18.547761545186006	18.443464324282704	18.875693955070403	18.395970266019404	18.499254506013905	19.025645119956305	19.012759214268304	18.487883514498805	18.719279320601505
Vacuolar protein sorting-associated protein 29	19.409971248518094	19.400718178621894	19.29664838511029	19.490054692229094	19.514605099246992	19.493382417771194	19.310688944965694	19.445915090955694	19.548407114598493	19.654575176710093	19.647997176161795	19.539254669338693
Pre-mRNA-splicing factor SYF1	18.264236460779742	18.42299899864344	18.093426817013142	18.236196730261643	18.40545894656524	18.77755488654684	18.13539161877664		18.382068827347542	18.37887265559414	18.65374164385054	18.22357855088224
X-ray repair cross-complementing protein 5	21.226643170425664	21.153109929747764	21.114470125213664	21.212889245148762	21.195852305471664	21.161267534623864	21.264469312478465	21.294470738673365	21.183119832513764	21.188369292976564	21.274395302997263	21.300547599332063
ATP-dependent 6-phosphofructokinase, liver type	20.301407573264658	20.222038979426156	20.313374968201657	20.642272707561457	20.422660481083557	20.565908326109156	20.45544667100596	20.688245987447857	20.413336177248958	20.703769696938757	20.314042877325956	20.404036476565956
Mevalonate kinase	18.89888420604362	18.81066532440092	18.89854173708272	19.342080523282117	18.901536683260318	18.781158214091317	18.872682861502618	19.159204643160518	18.766682059071318	19.034589321620217	18.67830979396062	18.91382574029272
Peroxiredoxin-5, mitochondrial	21.019679465583607	21.29547032435301	21.060604578486107	21.085243366529006	21.083447192642808	21.20308662851931	21.14464689488201	21.11787204250181	21.08929066085801	21.297595508549406	21.077195864355808	21.105669901894206
Hydroxyacyl-coenzyme A dehydrogenase, mitochondrial		19.914687746920908	20.31399752339501	19.91194188978771	20.095893216669808	19.93438556750121	19.944985136756507		20.39807441735961	19.69833072569621	20.23957215412651	19.87412748109561
60S ribosomal protein L10	21.21366456828853	21.13170947091543	21.13195645581433	21.13393956564343	21.19773935320653	21.17760519752953	21.33072963749493	21.17774399213963	21.15168593362453	21.21851655210723	21.25461890205253	21.19149084816273
ER membrane protein complex subunit 8	18.533395086392684	18.927291112594883	18.303937862852283	18.331808473825983	18.213015212774383	19.023814322169883	19.409392169612584	18.588360153037282	18.632865231742183	18.70982463763138	18.725538704851783	18.260440305586982
PC4 and SFRS1-interacting protein	20.787040989368652	20.59370180984795	20.45116292981795	20.28319991388615	20.750344410180052	20.297377956927253	20.153701956819653	19.93872073348265	20.49568403244525	20.25580138085485	20.326320320678253	20.174324027807053
Fumarylacetoacetase	18.852595185361817	18.734705662217216	19.21039084397802	19.027124514816816	18.823214496968717	18.786134353570617	19.265641557616515	18.985081224433117	18.674101629067618	18.945713452627317	19.242332989055416	19.544478393559018
DnaJ homolog subfamily B member 1	19.305074619027383	19.115708795109583	18.77000455080838	19.155016386593882	18.291607837463683	18.742844772112083	18.812606229422784	19.20811056875538		18.602845289814283	18.89013898311548	18.49505055292758
Poly(rC)-binding protein 1	21.875875765061764	21.848985208095762	21.832947474945463	21.90316285408146	21.838101287966964	21.82593693963076	21.876349804625164	21.862306351811263	21.769466843651163	21.914196368781962	21.925029810122464	21.873220741984664
SH3 domain-binding glutamic acid-rich-like protein 3	20.21385521480673	20.46268821569203		20.60847250738813	20.23841459276823	20.50816391845463	20.47894263762183	20.75564506147983	20.21096940518353	20.42952844723213	20.52752785517753	20.58757917565283
Ribose-phosphate pyrophosphokinase 2	19.23653094631173	19.413952726768233	19.430236769987232	19.345482084115634	19.746314740236333	19.236874251182833	19.408061136320534	19.22640300737883	19.34278097224763	19.43023920191393	19.188886180336734	19.38662215977193
Matrin-3	20.627308849834098	20.531586858288897	20.585123033990097	20.803567808699796	20.594331792792197	20.6218480654079	20.609169521850596	20.736228353441298	20.634105990488997	20.584627877963896	20.5849891682347	20.742795725695398
Glycogen synthase kinase-3 alpha	17.860028320356577	18.490598628548078	17.913172358481777	18.25493267751088	17.991095284332577	18.12105068901148	18.36869026704308	18.25749236327108	18.167405134932277	18.384225094941577		18.26913601285168
Voltage-gated hydrogen channel 1	20.695354374763706	20.991975722070507	20.35993464379551	20.40022550277491	20.65952981248481	20.631183820589207	20.468207775465906	20.398775864634707	20.357056982393406	20.476887283278607	20.405483285028208	20.372590647672506
Zinc finger protein ubi-d4	17.7222948487811	18.0448314220123	17.939435937368202	17.8721456192909	19.5141294527447	17.862982030553702	17.480673991400803	18.2671203771125	18.1550708454434	18.0327831700083	18.1354661985903	
Caprin-1	19.620100162878977	19.628546751229177	19.58909772648168	19.501655788841077	19.73285104807338	19.65139045358728	19.57645946847048	19.75196308526978	19.61326621012588	19.553439421398178	19.663233011400777	19.67711604360958
Parathymosin	18.2061147350303	17.8479351388426	17.6697299762056	19.0195250667699	18.248096935662	17.9177368032577	17.4715445875425	18.6807935232283	18.4816642178126	17.719850452411	17.5868482911282	18.6739986490159
Dipeptidyl peptidase 3	20.021004035165245	20.059562742474043	20.061187779085543	20.207064818113643	19.923148617657546	20.092941849417443	20.000542991187444	20.098082513446744	20.079559595489545	20.034107231769646	19.975167779357943	20.059602173774746
Interferon-induced protein 44-like	19.84041910947872	19.69310299366752	19.88132465702102	19.80957063501322	19.90929613572892	19.77567636857992	19.98091580457612	19.70855015648192	19.82000331535162	19.84158336365272	19.82273487332592	19.78432004437932
Ras-related C3 botulinum toxin substrate 2	21.718802946812637	21.703818074205536	21.673391703338538	21.647093274627437	21.75200410891354	21.704356989983136	21.626430987577937	21.61430568158334	21.804904147204336	21.848073908831537	21.71615909847244	21.640594674532938
