rowname	CVT09_QC1_LabE_X023	CVT09_QC2_LabE_X024	CVT09_QC3_LabE_X025	CVT09_QC4_LabE_X026	CVT09_s3_X002	CVT09_s10_X003	CVT09_s13_X004	CVT09_s16_X005	CVT09_s25_X006	CVT09_s28_X007	CVT09_s31_X008	CVT09_s36_X009	CVT09_s41_X010	CVT09_s50_X011	CVT09_s55_X012	CVT09_s59_X013	CVT09_s61_X014	CVT09_s67_X015	CVT09_s73_X016	CVT09_s77_X017	CVT09_s84_X018	CVT09_s90_X019	CVT09_s93_X020	CVT09_s99_X021
A5A614	17.24370798000945	18.317695201252956	17.990624642523848	17.475795347648113	18.117966739131585	18.174929381164194	17.64134352715499	18.388330294619585	17.932381445074903	17.885580756256854	18.13204276299516	17.661518258067378	18.41297065039815	18.452588685205754	17.455913929004097	16.936993773202477	17.52850974315521	17.442394266228987	17.378573232069087	17.007672069989418	17.209525848699677	17.32059739497628	17.87803898120449	17.01073188949357
O32583		18.8641381761153	20.050526483947888		19.254325850609412	17.47325133818791	19.640826845106027	19.383211221927308	20.398419174577732	19.85861591817072	19.26753493990179	18.976493556894763	18.160633864056347	18.6279219502701				18.010997670521643	18.835170028223548					
P00350	25.514916369165014	25.235819259735457	25.276762520644024	25.48726947984007	25.312656338370143	25.076486346851762	25.34458847904303	25.129814836556665	25.135803752513453	25.039700107809796	25.1415714186198	25.375132219968993	25.326049854068085	25.10713479697134	25.470013527468375	25.525841684514177	25.46982648398651	25.484165901906415	25.498536350677757	25.4931186481184	25.44433093001208	25.473699820534723	25.442542480970356	25.468524142012985
P00363	23.246012945229353	23.422520653755186	23.355218226654312	23.50501488599383	23.559406030006336	23.105030947848768	23.366955328715516	23.442223055308375	22.95125440346482	23.031221628848794	23.141311387204247	23.631455464465756	23.727747657649527	23.322724099945557	23.175438240221297	23.056062567355074	22.88734585585787	23.106728929601278	23.259469521237666	23.07996087799078	23.078504500688112	23.169061494875876	23.222311275452846	23.048521051927658
P00370	24.88805672304481	24.38624289197727	24.200118946945558	25.11912919328937	24.57012630680657	24.039414478461982	24.41370376723356	24.41298950468834	24.129447430850504	24.21151337761639	24.253611935335694	24.66456210713686	24.73895455200484	24.49200112893943	24.89057703229175	24.88224880593712	24.821331455212402	24.74488739944145	24.937981031206714	24.918904087354157	24.852302136927868	24.891949892939646	24.994463488525533	24.731790442033716
P00393	22.68908288297756	22.503293813368984	22.568159608438044	22.66489494794853	22.579562882220376	22.278125519867828	22.643792751822417	22.402204106628794	22.637341155665077	22.4082174249642	22.39153811834809	22.535329685568417	22.45066296608056	22.250598894914667	22.647266935118026	22.53190052118561	22.705615572589707	22.535256869015367	22.55107782046636	22.65813091249395	22.657109448178307	22.607829349368277	22.591911156594463	22.726216652614504
P00448	24.477114021333726	25.431489805467585	25.49098780612876	24.30451792535614	24.887519569007463	25.906684583787595	25.474162088490658	25.377746098140932	25.62679441354592	25.595234486913153	25.57270850406941	25.07155710297237	25.1235642248004	25.349429590406977	24.376226851582864	24.494678989447596	24.44331781549219	24.585632420320447	24.24182816631651	24.584589028614182	24.432237985439563	24.653089042360527	24.32791911889706	24.70166375416664
P00452	22.745539284413987	22.624103218875657	22.58851169569987	22.702513799018636	22.695842308117378	22.29978781524853	22.84716945146487	22.518147702390333	22.819793953411043	22.403945787627535	22.42036189594125	22.905220265590852	22.643361879441187	22.305084731989055	22.720199203374648	22.71089922588935	22.66899462493408	22.78437899630375	22.75529402280879	22.728576463376616	22.66639514687055	22.778041848237795	22.7089623599726	22.737251356098614
P00490	22.99729342675494	22.18954125262669	22.16637662688499	22.91820175377941	22.073762336989688	21.97979903283084	22.214019814012744	22.02582487584381	22.310658948178013	22.166371999133524	22.100001160364307	22.16354166393626	22.021011444090302	22.143661626203176	22.83626183377229	22.878961852436454	22.88871386811265	22.858501828487913	22.968988056625147	22.98403746053229	22.969075607396654	23.084582394960787	22.983115579754976	22.977366158530106
P00509	24.8895963364958	24.958808671245993	25.044970592878997	24.872070619787916	25.078662402308296	24.652533516893595	25.201524805037696	24.89400151539162	25.014450560739615	24.759872067850868	24.756731098533187	25.156870957316475	24.929747001666087	24.751844996469593	24.909329076775936	24.990213988202292	24.8571598197898	25.009850856583427	24.94792518741541	24.952099740638076	24.87284449000919	24.94298759573864	24.903551152180913	24.907420197782223
P00547	24.006331076556023	24.32249025616974	24.300955588703612	23.984402779009308	24.311200350844828	24.51314707534891	24.34824473327233	24.6009361003755	24.56883014286332	24.547898948512394	24.570302186312453	24.369505846515374	24.53367797543694	24.610287878159905	23.94298929899952	24.109576606708305	24.02687686753505	23.937202857094483	23.95348239186134	23.996815072476906	23.992741488017785	24.03382033244377	23.987958339161896	23.89068746138848
P00550	21.04725582157348	21.522421591570176	21.48590984650132	20.933720940418088	21.498138976010825	21.59022040354577	21.52299791478544	21.47157812123275	21.548010756319414	21.565375457917078	21.562677024317242	21.374994693837543	21.19610480506892	21.442868024822683	20.990071003000153	20.99053830087813	21.076281943808716	21.103708550005976	21.061919999277176	21.093727063966448	21.07180096936389	21.024569295747316	21.023397161330042	21.058563063029393
P00561	25.605477932632578	25.595140533975027	25.590797581911076	25.56861873645783	25.647471714794996	25.48956229671811	25.8801118540283	25.810248235717523	25.860793594520633	25.670743948258686	25.695612063389937	25.825678177669285	25.941884378270952	25.812577732189943	25.527068955393236	25.584173891937606	25.51456513901818	25.599819705175783	25.5794833700961	25.58146246507249	25.508439406369018	25.60066754046178	25.615230677366004	25.554946678253128
P00562	22.21630516734627	21.733228735744728	21.692463565452837	22.39366518190906	21.990548499512503	21.480016284690798	21.699740874085144	21.703083839829414	21.483699554835727	21.47933538202695	21.436432913478058	21.84561020908739	22.02936847798946	21.573847347561	22.26662707663545	22.250960980710484	22.34581137126597	22.23360181033098	22.340638044159384	22.28377568236115	22.328495697619353	22.28355282737413	22.251920742219585	22.288118760576648
P00579	22.765159097627524	22.59983903321779	22.48892468764992	22.723783232038656	22.673236632376813	22.37411046168794	22.71498155332926	22.6325915240068	22.623250180888476	22.561294797673355	22.540233562050872	22.725428294068777	22.73485023149378	22.582829239136863	22.751423090895614	22.784719526778268	22.744886135452155	22.761326327560873	22.695495431426195	22.72792067362088	22.74241171237371	22.753266828332215	22.699803170513633	22.677740172032664
P00579;P13445	19.74880431075753	18.91797623814005	19.187263209384973	19.71474353545823	19.195478394785788	18.375885370301596	19.287898374087895	19.297953783280164	19.27612018106062	18.841780737847227	18.84634154497499	18.992285056275893	19.343276234995813	18.78755021325333	19.6507543235899	19.383986467068837	19.759850166340723	19.702344247118816	19.57610276317479	19.997377851012768	20.033521683161286	19.88214331950598	19.609077683257333	19.787598534571927
P00582	21.983998447388036	22.12080130443432	22.05622002122213	22.003092597541922	22.095079993123818	22.034442077874356	22.169575965101835	22.03078651270679	22.152878280439314	22.09874756685489	22.063813228744994	22.167750940659438	22.122344543542557	22.02998191232702	22.014216476661364	21.978842506708908	21.996473465740298	22.05760667864912	22.08620561865776	21.95049332817245	21.924721528977734	22.001806034239284	22.031807535307863	22.00986058883398
P00634	19.441574171633253	19.80547366686101	20.247013638342388	19.601533328693026	19.829385470747535	20.652062159020403	20.288667795752712	20.138545125113147	20.48469540584129	20.355430796495384	20.407920142032047	20.23261442109481	20.012714965853164	20.516991490317405	19.70856912437247	19.88502090094876	19.517355238388898	19.70482823961586	19.663538539950352	19.52269241459633	19.70451162409476	19.87599226113827	19.649377457540435	19.51578472165785
