"rowname"	"DDA_APT_D5_1"	"DDA_APT_D6_1"	"DDA_APT_F7_1"	"DDA_APT_M8_1"	"DDA_APT_D5_2"	"DDA_APT_D6_2"	"DDA_APT_F7_2"	"DDA_APT_M8_2"	"DDA_APT_D5_3"	"DDA_APT_D6_3"	"DDA_APT_F7_3"	"DDA_APT_M8_3"	"DIA_APT_D5_1"	"DIA_APT_D6_1"	"DIA_APT_F7_1"	"DIA_APT_M8_1"	"DIA_APT_D5_2"	"DIA_APT_D6_2"	"DIA_APT_F7_2"	"DIA_APT_M8_2"	"DIA_APT_D5_3"	"DIA_APT_D6_3"	"DIA_APT_F7_3"	"DIA_APT_M8_3"
"[Protein ADP-ribosylarginine] hydrolase"	18.1242288990162	NA	NA	NA	18.3895522218027	18.1072775995273	NA	NA	NA	NA	17.9870439147588	18.4417820992804	18.090728687778	18.5018605382443	18.3750743683544	18.6145641824792	17.8793098757321	18.408197006473	18.2196320536063	18.4418619865643	18.1496342197745	18.5110610539412	18.2496667013203	18.7282773964734
"[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 1, mitochondrial"	NA	NA	18.5894368482982	NA	NA	18.2600051662773	18.4190375605101	NA	NA	18.6362959582832	NA	NA	16.4798374051222	16.7739703546711	17.5523036916037	15.4677817941508	16.8244678822478	17.1651377780705	18.2377635704116	17.0464924979583	16.9725332472972	17.4068706587679	17.9164639922899	17.1322097159502
"[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 3, mitochondrial"	18.3065470941332	18.0277231171837	18.1550067425629	17.862904938529	NA	NA	NA	18.115600896295	NA	18.3262651532987	17.6693038902214	NA	18.4354114750817	17.4457844729413	18.3886510453807	18.1756819393601	18.3211701619705	18.6360734531152	18.9546277332524	17.9685462671188	18.0484139484022	19.0026722200966	19.0926143348169	18.8661066981882
"1-acyl-sn-glycerol-3-phosphate acyltransferase epsilon"	19.0278502575049	18.6181050848689	18.7907148704015	18.2895743488248	19.0629769358273	18.4778489563332	18.9512336383646	18.2059405459775	18.996073689623	18.599385830727	18.7251937582101	18.2030295620773	19.6696420742841	19.2622602590433	19.4075334014906	18.7198730021646	19.6112085344565	19.1812427063294	19.4447684231143	18.7752581096074	19.6984263618589	19.1448521737899	19.4115843721371	18.0409440111104
"1-acyl-sn-glycerol-3-phosphate acyltransferase gamma"	17.2272066492862	NA	18.922493874263	NA	17.2286442385177	17.3236143042758	18.1422575898669	16.976190950448	17.2645393487513	17.4075793933525	17.6201417701308	NA	16.5015561654366	17.9054755666608	17.7151855333617	17.1332272556799	17.4664848937602	16.3513995639828	17.3570669526299	17.1080225584076	16.817764644736	17.4908457470963	17.5064500925945	16.9169309897468
"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-2"	18.3685709296857	18.5443848664252	18.242956489719	18.3340708531858	18.4763417511363	18.5190642352138	18.3613465279553	NA	18.2252127947065	18.4967753152894	18.1300490703813	18.5227416753943	19.6573280767272	17.829088480927	18.4990678059274	18.5624200997169	18.0816930920837	17.9030766594679	18.7527954428123	16.994949977992	17.8880858379777	18.0285520748778	18.5064747745144	17.6658837637615
"1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase"	18.172406252958	18.0435663666159	18.2860228145415	17.8489685556552	NA	17.8619179044071	18.1308137321389	18.1721863065353	17.578241876659	17.6511186592773	18.1092501637595	17.8027652330329	17.784231919952	17.8618749185404	18.1790968218971	18.5445783898134	17.0662562666013	17.6808704206068	18.4174000892339	NA	18.0309141144579	NA	NA	17.0020659481031
"1,4-alpha-glucan-branching enzyme"	18.9192297782954	19.2300181815785	19.697469059027	19.4311754265729	19.0438932502295	19.1792552437817	19.5898954138878	19.2726182829943	18.8998131878318	19.3148885124725	19.7849949255217	19.3729583737563	19.0866023174273	19.6132498720762	20.0335819413827	19.6492710641487	19.1948727443079	19.5369739541041	19.9838559093171	19.7246760703463	19.2736405257503	19.6071192552146	19.9291430808086	19.6507567438615
"10 kDa heat shock protein, mitochondrial"	21.5480770583008	21.6339589524153	21.6843015140968	21.4753743554416	21.6038783461327	21.6936582886882	21.6455221894757	21.3650846675806	21.593321449394	21.6855583253447	21.725837615316	21.4077917871068	22.606488776091	22.7828142652611	22.8500563668939	22.5542459010588	22.6322607106807	22.7626171266715	22.8286034377303	22.5506924620912	22.6545408556529	22.8334149344792	22.7470559878598	22.5537006159637
"116 kDa U5 small nuclear ribonucleoprotein component"	20.4956482238927	20.3448926882965	20.3483412381714	20.3612158909266	20.4080541612288	20.3298164924691	20.2586056117927	20.3436835642397	20.5082253974543	20.3853272750192	20.2932981824322	20.4137301604856	20.5893766859498	20.7189176589149	20.7420401246706	20.7724068867653	20.8780016260936	20.6855384322236	20.6966193350295	20.8041045176737	20.7726124399146	20.8151048505701	20.8683263788128	20.8861990752695
"14 kDa phosphohistidine phosphatase"	19.7485538658607	19.7933494285688	19.4522270109626	19.7987835448517	19.5622427787272	19.8553904363099	19.8244376076309	19.5438153777862	19.4885805377504	19.5883269806657	19.9220301711272	20.1659896891269	19.983821337978	19.8283161198378	19.7555806952204	19.8400235167754	19.6828804033955	19.8943530307622	19.6268538769497	19.8840008944914	19.3391191046346	19.9213765523547	19.8311558228824	19.9464209042003
"14-3-3 protein epsilon"	21.8618123795463	21.7554202373495	21.7771493652501	21.8156302643764	21.8473527153984	21.733304817935	21.7582905347349	21.7605249241477	21.8573060258462	21.7865479695275	21.8018677954005	21.8158963943289	22.214357941739	22.1477410539436	22.1667099883382	22.0739314154361	22.3049467403058	22.1053016680561	22.1075150958091	22.0740195236592	22.1432471060476	22.0655249212259	22.0650606862071	22.1562786487252
"14-3-3 protein eta"	19.990682711933	19.7896878180352	19.630647790348	19.9757130664594	20.0482864057475	19.810229148613	19.7533224627266	19.904657112081	20.0134287869379	19.9686091162922	19.8319336386512	20.0150202817206	20.4954591608203	20.4293574399014	20.2975990595285	20.3390564314309	20.5157062399293	20.5621094865889	20.1945133743794	20.4169696829806	20.4768814192255	20.3832123982926	20.2632649825332	20.2693633948709
"14-3-3 protein sigma"	21.8376273383512	21.6949146247025	21.6486589067083	21.8940438742433	21.7244962830661	21.7777925614711	NA	21.8315433424543	21.8138503592021	21.7379116463937	NA	21.8469044729798	20.0819102694606	20.0677831503599	19.9381555427926	20.4957922619276	19.9972590846625	20.1167940805766	20.1475564429097	20.0615738372544	20.0072892282939	20.3249565022727	19.9847620921814	20.0803045156793
"14-3-3 protein theta"	20.7433037815389	20.8792864459694	20.8622772233701	20.8957131267474	20.7494641773848	20.8814256744068	20.7836949344923	20.82217316604	20.7431463436064	20.9885555766694	20.8412670156474	21.0412344339904	21.2114206034314	21.4123962159431	21.2615185949516	21.0923303207154	20.980963788525	21.36698534594	21.2379254611651	21.322256114564	20.9395268795402	21.2527829461868	21.2268563119702	21.076876360864
"14-3-3 protein zeta/delta"	22.1289602974959	22.1488832245883	22.0642191127702	22.2568414594859	21.9704594016624	22.1653857714454	21.9187663036323	22.110780395804	22.1087800198107	22.2152685653276	22.0764915614466	22.2835516761433	22.5388240382492	22.7032061723863	22.589227245175	22.6846209045895	22.4708988415846	22.6338324422672	22.3913024978743	22.7087620107227	22.5478587005557	22.6599698081396	22.5572383468131	22.6546839957277
"15 kDa selenoprotein"	18.3645256401034	18.3456574048787	18.2283203685295	18.0678281147233	18.2388384878807	18.1977027213212	18.4116440234747	18.2998386026814	18.1800891309944	18.3003159493407	18.3168517242729	18.6279734678483	18.5366190582482	18.5909845743188	18.7168307561042	18.5398410671068	18.7367516995329	18.7195404720366	18.8632397482268	18.3978804195559	18.634178147185	18.4008710345521	18.8956760591159	18.5379041300414
"182 kDa tankyrase-1-binding protein"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16.6790093510941	14.5531597844139	15.0865265417143	15.0746320501022	17.969055947891	17.520598842792	16.0747520776817	15.2113825216117	18.1733820364576	14.6784574783937	NA	15.878457793612
"2-5-oligoadenylate synthase 1"	18.089761331481	17.941702427092	18.1151326792491	NA	17.7518290675378	17.9724531443849	18.0187258382758	17.6512200164273	17.9282452684083	18.0560823904536	18.0664575845636	NA	18.2402425984638	18.1343443672442	18.2408106660401	18.3549216799554	17.833624571706	16.3004187841809	18.0829380366885	17.3393934869357	18.2169898243039	18.2130427608675	18.2305839187565	17.5764955275054
"2-5-oligoadenylate synthase 2"	20.241637231274	20.0710210247122	19.6418080959136	20.6305724934159	20.3027652844178	20.0652864542688	19.6485750475658	20.4749650768244	20.2435940409827	20.0136404321662	19.7291226876605	20.6744744002104	20.6717302911692	20.7529301638014	20.3599471458941	21.1489641299057	20.7715326635273	20.727388582881	20.1447084790277	21.1658755547685	20.8647984469664	20.7373247820479	20.2113445098297	21.0866764879434
"2-5-oligoadenylate synthase 3"	19.3604808240284	19.3552460591014	19.0726402366308	19.8286441479443	19.3581356045151	19.2899880967491	19.0882883766025	19.7933102587016	19.3906470106161	19.4234627551227	19.086000720057	19.813637898048	19.8954555372569	19.8984520076446	19.4038466671112	20.3637725018898	19.8576192505236	19.711637472876	19.4692744352779	20.2778682510154	19.7677837372709	19.876675744187	19.5439641949356	20.2681194453763
"2-5-oligoadenylate synthase-like protein"	17.9446343597664	NA	18.3521939099998	18.5332185145509	17.685829359088	NA	NA	17.6184401846431	17.8062551208365	NA	NA	18.1484021181952	17.2760674939716	17.6071260420622	16.4746458897297	17.8394895388609	17.2734355466806	16.5588450568037	17.6986527823351	18.0157154929501	17.5574606991306	17.2252406756165	17.4770016342872	17.8156638542298
"2-deoxynucleoside 5-phosphate N-hydrolase 1"	19.4375106107096	19.1069050400496	19.4363298661724	19.422295120116	19.3763329178595	19.0320102999349	19.3097624434788	19.505500229338	19.399737208408	19.0392807173116	19.3760736674068	19.4179398106242	19.4342611893755	18.8746119346983	18.5412177732492	19.0621223682086	19.4147185958239	18.9540645073623	19.7206051086165	18.8540210003088	18.9628409052602	18.3132806743824	19.1116821496103	19.2229667386956
"2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial"	18.6336132025283	18.447711117493	18.5087324913022	18.5375646644238	18.9660862123958	18.480032815378	18.3888734634207	18.4589976971658	18.7614710366641	18.5233751744862	18.3572469530699	18.2722192490729	18.7810790215619	18.4245070136334	18.2041908467125	18.254564171096	18.7760832682807	18.6500357548035	18.4775743295069	18.4168958994143	19.0409046542991	18.3643070615291	18.0641196446599	18.3381693317835
"2-oxoglutarate dehydrogenase, mitochondrial"	19.4062299144188	19.4671325454972	19.3663265617798	19.3517673378116	19.4559280572254	19.3531966131944	19.3422790909964	19.2086085251558	19.3960586628395	19.4289731601546	19.425716821561	19.3601846792727	19.8722600904491	19.8584716579295	19.6391741872465	19.5420456287807	19.8504977843625	19.8692081456103	19.7059220074086	19.7285121573821	19.8698894715668	19.8077207939669	19.7842358438166	19.5481182138464
"2-oxoisovalerate dehydrogenase subunit alpha, mitochondrial"	19.2087781180376	19.0572185260954	19.1596326949803	19.0620347088523	19.1477311925966	18.9747369933952	19.0652184336912	19.1203576152124	19.1294048627995	19.0223686410913	19.1617273768437	19.1158531593836	19.6223385770443	19.2939350668439	19.4555549279717	19.507331123074	19.4112738962082	19.2537071702785	19.4546151072405	19.439465823622	19.5512506611619	19.2949467950867	19.6355673579124	19.4665462099661
"2-oxoisovalerate dehydrogenase subunit beta, mitochondrial"	18.7193910160072	18.8522205685582	18.798098147946	18.6956498713806	18.9934292886272	18.6450714325291	18.6679560997451	18.6873807836292	18.5876683226978	18.5565233350303	18.6881534889155	18.7083643186604	19.1958816769421	19.1073570179926	19.215058212916	19.3890447790495	19.3173430361852	19.453409690362	19.2690099623263	19.0658641679427	19.1862160440825	19.1962593363265	19.4431267625949	19.169458070495
"2,3-cyclic-nucleotide 3-phosphodiesterase"	19.0847722399514	18.9046256230616	18.5981109654149	18.7598655485774	18.951238857542	19.0905607739477	18.9498241409908	18.8371971229855	18.8417447610761	18.9316223151111	18.4189146126488	18.4474359898447	19.2230767750435	19.2272568944882	18.531782518344	18.9943410489964	19.2583667076236	19.1521896800151	19.2298539397355	19.1654013322428	19.3615255357659	19.25768662662	19.1964901642678	18.8788818578508
"2,4-dienoyl-CoA reductase, mitochondrial"	20.182796493829	20.5305194062745	20.4746259088041	20.5673177019793	20.2343493412002	20.4844519970992	20.3925744453031	20.4030532263702	20.2353681260829	20.5228125600621	20.4375031240832	20.4212029876954	20.2758144274122	20.8908793383092	20.8556500829083	20.8165531680624	20.7076822213385	20.9224872422951	20.7958478543396	20.7940860231901	20.7618984116321	21.0092299997428	20.8554088739844	20.7785145788256
"2,5-phosphodiesterase 12"	18.2579566570671	18.2192761394498	18.2547883953799	18.1679451897481	18.2513272622923	17.9743113151406	18.1745773724854	18.2694367341018	18.102401075907	18.3274430172915	18.3237203412925	17.9658807233291	18.5926556773284	18.5032706208069	18.7817484125191	18.5907365711032	18.7303473812205	18.699587323535	18.4829042778501	18.5701798760706	18.6486975793073	18.7176700635066	18.7468794021125	18.3877359295425
"26S protease regulatory subunit 10B"	19.8950746548329	20.0846959320065	20.1306112421669	19.9390264920853	20.0533991119298	20.0627329746616	20.071108779487	19.9893756920337	19.9766105605528	20.1267921680213	20.1785681722565	19.9521127818764	20.2264959281309	20.3798623987007	20.4698499193575	20.3270004423211	20.1765655300524	20.3084191179812	20.4179467241228	20.3631221519503	20.3472425411675	20.5495916070246	20.439475137625	20.2876757122392
"26S protease regulatory subunit 4"	19.8587917059324	19.9115262004728	19.945980874645	19.927651224614	19.873025409175	19.9980564953391	19.9584668676911	19.9128875695542	19.9708148780395	19.8332159517465	19.8889794139623	19.9329072624973	20.2003918298402	20.4488260270761	20.2172458895899	19.8078950995437	20.4108534101433	20.2489419645779	20.562820116809	20.2272959666631	20.2886570174573	20.3367423055838	20.4652656264923	20.4042509559337
"26S protease regulatory subunit 6A"	19.5980011833541	19.7435503363065	19.6276824037615	19.6362982261712	19.5385786764027	19.776803871338	19.7165629317295	19.7532581945072	19.5987684484194	19.7503590512724	19.5680244763828	19.7185520963869	19.9220605177286	20.0370961081856	19.7911374857219	19.6795538209298	19.9358443278894	20.0235644504456	19.9879831080085	19.9400010142861	19.8334110408956	19.9092437537756	19.8026105422272	19.7720701820272
"26S protease regulatory subunit 6B"	20.0516252723354	19.9753400123459	20.0652996963499	20.144001492195	19.8979960407204	19.9603367472068	20.0064822909013	19.8629921324707	19.9482764637034	20.0316918580216	20.0052077967541	20.0779330177468	19.8907933209817	20.3916492962224	20.3336410284251	20.0224030383445	20.0386146664027	20.0213825922304	20.1942072354675	20.2423339979858	19.9936067941592	20.1785632335741	20.2453304783793	20.2661822265333
"26S protease regulatory subunit 7"	20.1147884783438	20.1745712135434	20.202443227363	20.0890625403915	20.1813688814096	20.236432233543	20.3180847881226	20.1077754604662	20.2074626894977	20.2644406726772	20.2463477746025	20.1575743601245	20.4475805779666	20.6851358408528	20.7644832767808	20.5609164944132	20.5718975230625	20.6357295068397	20.6959933511417	20.4480832270889	20.6324653306662	20.6551824678913	20.6573560187341	20.410002598678
"26S protease regulatory subunit 8"	19.7422601783955	19.893698077307	19.8907665047135	19.7857087452178	19.8386560358488	19.8370788548817	19.8299740011547	19.867018042675	19.8165217529526	19.8758655401838	19.9736760245609	19.8398865649244	20.4237446995738	20.5711612365971	20.57284506218	20.370946334565	20.4790535415007	20.573350569258	20.5817720666191	20.4524253155624	20.5103686549559	20.6284905003108	20.5715442919378	20.4587284001362
"26S proteasome non-ATPase regulatory subunit 1"	19.8652270439502	19.9305826280494	19.9233503829523	19.8583729183071	19.8949101313958	19.882600213482	20.05307902399	19.8317857712922	19.8610800431538	19.9214288290878	20.0438396765673	19.969363381735	20.2499104489145	20.2056240595846	20.3670862208423	20.2018713805801	20.1852626069351	20.2815491274096	20.3872597341806	20.1533927589318	20.2649068359775	20.2880530278306	20.3827809815366	20.262549012071
"26S proteasome non-ATPase regulatory subunit 10"	19.5053909518669	19.4598258396583	19.4359487081758	19.4121068986163	19.5482811974974	19.4567950711456	19.5958841737269	19.5827824668721	19.5663939178749	19.5314523049415	19.5229896020378	19.5330333548565	19.6925458347574	19.9084840190057	19.7209800617074	19.7441316715451	19.5986081312522	19.893877775131	19.8867625089143	19.7430840736176	19.7266746567333	20.030394019007	19.714135360186	19.9400734181503
"26S proteasome non-ATPase regulatory subunit 11"	19.7257677528688	19.8749774177818	19.7715400195573	19.8030407678223	19.7921854273998	19.7909331831621	19.7914650815724	19.7627718985372	19.6735905723197	19.8064474013899	19.8244002330165	19.7608241310266	20.1765559067047	20.3607739255346	20.3418695590175	20.2249044071109	20.1511217838733	20.2753203827877	20.2775198897548	20.1305082917152	20.1817883851738	20.2070016381457	20.3552916929534	20.1867999211995
"26S proteasome non-ATPase regulatory subunit 12"	19.4028544658218	19.4594063416804	19.5218751746091	19.4051735902921	19.3824067708921	19.433528990319	19.4839923294684	19.3670695295856	19.2690439238383	19.3898885997289	19.5120158829593	19.3853938912367	19.8813391572116	20.0513955233251	20.0832893786437	19.9840031906179	19.9221350944715	20.0437378859776	20.0669799631365	19.9661823117241	19.9384158564027	19.9811457196021	20.1453569170902	19.9555058570739
"26S proteasome non-ATPase regulatory subunit 13"	19.6002009159656	19.7579546055474	19.8046994822596	19.6312953349845	19.6485276948033	19.7788455817402	19.787887812434	19.5627163409298	19.5781478886752	19.6891942148723	19.8360300638445	19.6516688303301	19.9937510467764	20.3791391907081	20.3042374417805	19.9379884247928	20.2027178329682	20.4103463209676	20.2100787651501	20.1261748688494	20.1787244722038	20.3947875222945	20.190707452308	20.2800520272365
"26S proteasome non-ATPase regulatory subunit 14"	19.7221284246714	20.0149673522439	19.7816097939696	19.5043287736447	19.7690789755946	19.8357586804465	19.7373020913776	19.4367869830019	19.7610764305157	19.7534917796271	19.7503254096627	19.6077978302752	20.3074691061532	20.5409331705917	20.2973592978782	20.1765626661307	20.4072143619111	20.4150641982808	20.3495746949469	20.2474774907116	20.3909564277132	20.4775517930172	20.4197154664584	20.0932420254578
"26S proteasome non-ATPase regulatory subunit 2"	20.0591283963046	20.1359946892821	20.1043892303622	20.0311664830703	19.9821345224655	20.0469754553122	20.0755509272303	19.9609357244392	20.0239342023447	20.0930928084386	20.0959721445836	20.0268245495207	20.4723261038894	20.6369076626675	20.6488781162615	20.4372757074009	20.4684423639169	20.6249055946115	20.6320137089863	20.5244446562616	20.5414054703478	20.6381354980808	20.6236752223786	20.4320568660074
"26S proteasome non-ATPase regulatory subunit 3"	20.0151481544173	20.1288723638943	20.1162043699185	20.0260124483334	19.961190630275	20.0213561107511	20.0611986340564	19.8647404569813	20.0097667656942	20.0412924570176	20.0694784189747	19.9518971182828	20.3629012244782	20.4368633040375	20.4788881891911	20.3095483860858	20.2476212116426	20.5359639969205	20.4853962948305	20.384763912748	20.2863225921418	20.5549006318147	20.4654037531469	20.3495755129777
"26S proteasome non-ATPase regulatory subunit 4"	19.6017077798247	19.8544455586367	19.8390718608197	19.6205986580428	19.6375045751227	19.6125473854554	19.7793223369304	19.7303531547948	19.6361150198332	19.6023866991443	19.7375618115494	19.6113866568388	19.6712080913584	19.7405391360343	19.5851783296288	20.1015814333395	19.6189233438811	19.7670267086712	19.4297894239613	19.989612365798	19.2825769811909	19.8029717551742	20.1401039481118	19.8671940838809
"26S proteasome non-ATPase regulatory subunit 5"	18.7165765311209	18.7824536961702	18.7377553535049	18.6307550407377	18.7044230493006	18.7281143205552	18.7507245067971	18.5585181224517	18.6345803314964	18.6966066051243	18.7478509191014	18.6796088867816	19.0130232241325	19.1900980226338	19.1397588975102	19.1296433483876	19.089658301543	19.1579245366248	19.1659384895046	19.0007026934893	19.0119591747911	19.3384702706	19.3098125995008	19.1747850540606
"26S proteasome non-ATPase regulatory subunit 6"	19.8235497131211	19.9474669792593	19.8756739843849	19.7031976250941	19.8698479834248	19.8270508052616	19.8830048509002	19.845450133029	19.7662956666638	19.9364461193855	19.9396404407605	19.751899001987	20.250879942085	20.4666895322064	20.484279881105	20.1657623688703	20.3356171905658	20.5303210289944	20.3893317662329	20.2127405138625	20.2901030976601	20.4993856204754	20.3776566836731	20.4122550483153
"26S proteasome non-ATPase regulatory subunit 7"	19.7035642952136	19.8057846594436	19.8320230949479	19.7092039807702	19.6893173767029	19.7911886187269	19.7978740976711	19.6399243461964	19.7052046699121	19.8901636586595	19.8280602519864	19.6600651486181	20.1404827870887	20.2151086598657	20.3551912513131	20.2349730316675	20.1827073286454	20.3974225088913	20.4091846323034	20.2476643578282	20.28016930065	20.4773757012953	20.4615194048607	20.2605634268857
"26S proteasome non-ATPase regulatory subunit 8"	19.5798186213487	19.5236400477789	19.573227561726	19.5012626312503	19.5461501058604	19.6203675299016	19.6742449222905	19.5078660294083	19.4656687593075	19.7028121094902	19.8281590259764	19.6106726187796	20.1311438301779	20.2080271878376	20.2783668594797	20.1181329042729	20.1310780070063	20.2133073773215	20.2887922052705	20.0454540486418	20.0394156931958	20.3831229984713	20.2967886362206	20.1889836667999
"26S proteasome non-ATPase regulatory subunit 9"	19.6212598760138	19.7694799407888	19.7329618591967	19.9008852140073	19.8378746163132	19.6058589796739	19.7401982980955	19.6876365255994	19.689491071237	19.5970252393706	19.6181191508795	19.7264830618063	19.8944715263615	19.9129307350847	20.0167823365281	20.1374193201759	19.941218684606	20.0325589346003	19.945360740002	20.1295416272723	20.0432328117422	20.0731230172284	20.0133159773322	20.2224421794323
"28 kDa heat- and acid-stable phosphoprotein"	19.6431803810187	19.5823624337933	19.7276658307084	19.6284548469911	19.5882114472479	19.7963292827436	19.6764645017613	19.6116740744321	19.715812760917	19.7565453707536	19.6292408479917	19.6816034732594	20.0105164653405	20.2556861737991	20.2053240684091	20.2140931789607	20.0685887083418	20.2399385572054	20.158234289732	20.1066882797341	20.1595571014234	20.2990372061445	20.1998047713916	20.2151400210051
"28S ribosomal protein S10, mitochondrial"	18.5859922561455	18.6971668184446	18.1860098339833	18.5414106609643	18.4287002524992	18.4704175296021	18.5192688103896	18.3957152253609	18.6060521053459	18.4894096745637	18.2752419812836	NA	18.195976882947	17.8876894088756	17.5717092567184	NA	18.0796688101755	17.6497475047201	17.8204400744994	18.1112044947983	18.3455110890462	18.0488142152844	18.1126949693235	17.91819213316
"28S ribosomal protein S11, mitochondrial"	18.1348166970133	18.0591507944989	17.8910824521844	17.5870392130264	17.9600817237862	18.0053947729834	17.8708856432351	18.2303442572332	18.580142828861	17.7935069928286	18.1624017863909	17.9927203517654	18.6178539143008	18.6989321074627	18.6058106733972	18.390692148544	18.5923169867567	18.3917168317285	18.9809959718155	18.5804967622115	18.336218375561	18.5948759458113	18.4382783498686	18.4724851830687
"28S ribosomal protein S12, mitochondrial"	17.8577432784589	17.9491507835618	NA	NA	NA	18.2794228622447	18.2548380877971	18.1462067972032	18.5699508798727	18.2897101467072	NA	18.6551213202379	18.8186830034681	18.4967468291151	18.6491618139676	18.5373095170196	19.1373270657809	18.4480562440632	18.7777444768445	18.7369899690965	18.9483828979822	18.5638990792831	19.7427400146596	18.4563496151788
"28S ribosomal protein S14, mitochondrial"	18.1711451530446	18.2208278800767	18.2584501837899	NA	NA	NA	NA	18.309338824614	NA	18.3482240375151	18.3519890340844	18.1888839179449	18.6154483484669	18.3044532826081	18.52291989507	17.9130614356645	18.5495121175911	18.3653049869949	18.1333499818371	18.3966865230861	19.26632608446	18.4981572429232	18.5789995352246	18.2864902539059
"28S ribosomal protein S15, mitochondrial"	18.5979950025249	18.3752289419714	18.3128054535268	18.0020418322806	18.4681198720395	18.4265361129349	18.4680836930115	18.3043533613761	18.3820947194148	18.1079426291035	18.3297559634217	18.1740387755171	NA	NA	NA	NA	NA	NA	NA	NA	17.9166604648194	19.4185640545332	NA	19.482306401952
"28S ribosomal protein S16, mitochondrial"	17.7019811360632	18.0674691886443	18.143550836029	18.5503114405796	18.1970889860057	18.1964829016533	18.3599948703285	18.391198848639	17.4413130448453	17.7659950402769	18.2685199609002	18.4373750808729	19.1064772855779	18.9756375099374	19.0681118072699	18.8885944036255	19.1153705404731	19.0753363406007	19.217470761345	19.0347255928784	18.7257345567164	19.0469786842692	19.0561846517699	18.9145346966491
"28S ribosomal protein S17, mitochondrial"	NA	NA	18.3813909465226	NA	NA	NA	18.2692993684046	NA	NA	NA	NA	18.4949786175094	18.2953483006444	18.4104996046563	17.7112473523208	18.0053053499132	18.1625491900864	17.9694030478065	17.5988176342897	17.944536495746	18.2516533573726	18.0256553009376	18.1974306754874	17.9453633520705
"28S ribosomal protein S18a, mitochondrial"	NA	17.6665894928049	20.8445956620385	NA	18.1023175619151	NA	NA	NA	20.7578837875217	NA	NA	21.1393905853033	19.0414708425478	18.1544999331528	18.4081861842009	18.1487972240306	18.2900927448623	19.1067748428314	18.6753323277747	18.6247410441289	18.8534296789822	18.785203312031	18.7793864154545	NA
"28S ribosomal protein S18b, mitochondrial"	18.7591829899365	18.4551898674496	18.4921781368869	18.5551303893125	18.6203858744955	18.4570433367381	18.6017555871522	18.77509900106	18.6664305023554	18.5825180647767	18.7346387111538	18.6761817613749	19.0493107227998	18.9457767954835	19.0178310943141	19.011460871265	19.2303482584329	18.9085417230367	18.9229647916432	18.9674107140342	19.0935960348746	19.0019279996215	18.9036701687469	18.9139914235174
"28S ribosomal protein S2, mitochondrial"	18.2030081258331	17.9603744806561	18.0562764569011	18.6210714888079	18.2605615042818	18.0596310123825	17.9939053198439	18.6299899671728	18.1756274070939	18.0521674703951	18.5622918840801	18.2223273108812	18.873658089308	18.6420943655675	18.7633529499665	18.4044620987857	18.859925994867	18.7437361215205	19.0287465654507	18.758067427816	18.8129187347678	18.7511460065328	18.7866818943162	18.669921543637
"28S ribosomal protein S21, mitochondrial"	17.9847597373348	18.1105161831478	18.2291888598334	NA	17.7358151811095	NA	17.8987791471108	NA	18.0076680184982	NA	18.3362523389283	NA	18.097049469985	17.7331077559888	18.3119924319127	17.8519889664032	18.038706628109	17.975574870164	17.3065785591131	17.6506250107102	17.9825690255454	17.2996091378068	18.6209345608527	17.2284352521197
"28S ribosomal protein S22, mitochondrial"	18.8101027820244	18.5040766692408	18.8019112841544	18.6012170507915	18.8009107783784	18.7487644813529	18.5979141417217	18.7268292971307	18.7887529920304	18.614965301225	18.6881886155557	18.5786653541236	18.9751861150584	19.0138463005305	19.2337884950358	19.1683599128983	19.2878826819798	19.0741873568646	19.1924431437224	19.0109572653246	19.2457353680592	19.1442467815153	18.8472620217534	19.1087584419646
"28S ribosomal protein S23, mitochondrial"	18.9575122467187	18.6416095239113	18.9055883648927	18.8245035637268	18.7537672962496	18.6984117379521	18.661951502695	18.5785602825987	18.8754599693386	18.7222624919429	18.7850294324119	18.7939134157716	19.4485431226386	19.407968293596	19.6465275522991	19.4634963502627	19.4650672592895	19.4978284105438	19.5170583246809	19.4338067554885	18.3306238026075	19.435013232324	19.4421461414956	19.5014754511598
"28S ribosomal protein S25, mitochondrial"	18.6610662974599	18.2100302011554	18.3606269600058	18.4250633816512	18.6270158032325	18.3117623770946	18.5093682842214	18.3860762054056	18.6611964600807	18.3182005451947	18.4849629524915	18.5636397868691	18.1772827819968	18.2171313195402	16.2150852315971	16.9435317145834	17.6228034310857	17.6833258783283	17.7210212747598	17.4796134951545	18.5157578345172	17.7643207522541	19.5836038414152	18.1921700767126
"28S ribosomal protein S26, mitochondrial"	18.3026371181294	18.4381627207392	18.3833789810867	18.5666539441399	18.3409881660082	18.3085831336398	18.1532789355898	18.1697361954147	18.2539020477963	17.9010895596592	18.1275734203484	18.0884197914872	18.5149076040546	18.4570406823577	18.4189687604012	18.2940245071283	18.3722873839763	18.2439641996296	18.4090381348502	18.2790924279129	18.6715516094724	18.3738681768508	18.0386543247572	18.3158915017007
