"rowname"	"BBM_673_P283_01_VEB_001_R4"	"BBM_673_P283_01_VEB_002_R3"	"BBM_673_P283_01_VEB_003_R3"	"BBM_673_P283_01_VEB_004_R3"	"BBM_673_P283_01_VEB_005_R3"	"BBM_673_P283_01_VEB_006_R2"	"BBM_673_P283_01_VEB_007_R2"	"BBM_673_P283_01_VEB_009_R2"	"BBM_673_P283_01_VEB_010_R2"	"BBM_673_P283_01_VEB_011_R2"	"BBM_673_P283_01_VEB_012_R2"	"BBM_673_P283_01_VEB_013_R2"	"BBM_673_P283_01_VEB_014_R2"	"BBM_673_P283_01_VEB_015_R2"	"BBM_673_P283_01_VEB_016_R2"	"BBM_673_P283_01_VEB_017_R2"	"BBM_673_P283_01_VEB_018_R2"	"BBM_673_P283_01_VEB_019_R2"	"BBM_673_P283_01_VEB_020_R2"	"BBM_673_P283_01_VEB_021_R2"	"BBM_673_P283_01_VEB_022_R3"	"BBM_673_P283_01_VEB_023_R3"	"BBM_673_P283_01_VEB_024_R3"	"20230516_EXPL1_LiSc_SA_S610_RT_25_s2"	"20230516_EXPL1_LiSc_SA_S610_RT_26_s9"	"20230516_EXPL1_LiSc_SA_S610_RT_27_s12"	"20230516_EXPL1_LiSc_SA_S610_RT_28_s17"	"20230516_EXPL1_LiSc_SA_S610_RT_29_s24"	"20230516_EXPL1_LiSc_SA_S610_RT_30_s30"	"20230516_EXPL1_LiSc_SA_S610_RT_31_s33"	"20230516_EXPL1_LiSc_SA_S610_RT_32_s38"	"20230516_EXPL1_LiSc_SA_S610_RT_33_s44"	"20230516_EXPL1_LiSc_SA_S610_RT_34_s48"	"20230516_EXPL1_LiSc_SA_S610_RT_35_s51"	"20230516_EXPL1_LiSc_SA_S610_RT_36_s56"	"20230516_EXPL1_LiSc_SA_S610_RT_37_s63"	"20230516_EXPL1_LiSc_SA_S610_RT_38_s68"	"20230516_EXPL1_LiSc_SA_S610_RT_39_s72"	"20230516_EXPL1_LiSc_SA_S610_RT_40_s80"	"20230516_EXPL1_LiSc_SA_S610_RT_41_s81"	"20230516_EXPL1_LiSc_SA_S610_RT_42_s89"	"20230516_EXPL1_LiSc_SA_S610_RT_43_s92"	"20230516_EXPL1_LiSc_SA_S610_RT_44_s96"	"20230516_EXPL1_LiSc_SA_S610_RT_45_QC1_LabD"	"20230516_EXPL1_LiSc_SA_S610_RT_46_QC2_LabD"	"20230516_EXPL1_LiSc_SA_S610_RT_47_QC3_LabD"	"20230516_EXPL1_LiSc_SA_S610_RT_48_QC4_LabD"
"P76342"	20.8222642829459	20.7771188358484	21.1151884693436	21.0595979580648	21.0958270926387	20.8699070614344	21.0796241027565	20.8535380046466	20.8901737138052	20.9592605226145	20.9718157624163	20.9691054202676	21.0443554279548	20.9552994180057	20.9800768043087	21.0522323741713	21.0091192192279	21.0910944250321	20.982251354119	20.8318808895381	20.7746439126745	20.9132970359238	20.9700117747949	21.2643967822023	21.464882725891	21.2076482968989	21.409380576675	21.4160315604182	21.2579563480243	21.3412799179065	21.5257253405401	21.4425051779402	21.2228184822884	21.1935867195513	21.1463150920066	21.2313524515858	20.9704682494129	21.0942942221704	21.2303969486704	21.2568571122856	21.2314637880553	21.1825846975207	21.1437207580436	21.3533062314601	21.2973618733197	21.1355402103723	21.143677168234
"P76223"	23.5855342870392	23.6233260443655	23.4514123666336	23.3510400436067	23.8626464373275	23.5595838797718	23.2196007531451	23.5481850435912	23.4985906773994	23.5944006961204	23.3934768732609	24.1347383964181	23.9325060164634	24.0358213490819	24.0871154349371	23.9329474872669	24.024266521541	24.1421132912797	24.2250199858031	24.1372894989185	23.9584394340489	24.1128460779964	24.0079309820954	21.3216859229905	21.078477902336	21.1636214244026	21.117156060916	21.3783541314673	21.3308599966691	21.1127283813688	21.2085118206486	21.1775570130037	21.3233527834127	21.7022538671511	21.6596327418196	21.7933175359213	21.6543930371219	21.7782704767907	21.8379974286379	21.7792127739816	21.7418800456643	21.9045001211977	21.9201005722585	21.2853604485225	21.1772771827973	21.8546036230644	21.7505867806162
"P39838"	21.8191562255295	21.8980728676502	21.929756849956	21.9499962224819	21.8984641089876	21.898069176189	21.9574797255414	21.8759172977593	21.8994159324755	21.9519569792077	21.9966031303838	21.6993208150367	21.9833721968155	21.9610179212549	22.1266641465014	22.0696654433193	22.0956339633576	22.0529222177435	22.0509048240853	21.8259634033945	21.7946070364157	21.9396932689805	22.0322838850107	22.3912362460185	22.5000215001366	22.3588502333078	22.4357618099226	22.5055029040711	22.305280806225	22.4646085653558	22.4931953123065	22.4743664451538	22.3418391115071	22.4852804870815	22.4604198988786	22.3194990319612	22.4259457756158	22.4371572126166	22.4142284380541	22.4391374338641	22.4183807488727	22.4413708045104	22.4569810058314	22.48145948655	22.5011495838788	22.4745694467266	22.4834315303078
"P0ABM9"	19.0716770832199	19.2064539960828	19.3867592573608	18.939582083725	19.550096674756	19.2708633305733	19.2481893377956	19.4133159581065	19.1616731858115	18.8030716069961	19.2240535050417	19.2392791939645	19.3185538424082	19.5654833095496	19.5863303753294	19.3003838436469	19.5946635706067	19.7013961537524	19.6201893919058	19.5732995474589	19.3411669670643	19.5828513028912	19.5602899139937	18.7214563728304	18.6237600603564	18.7698927131287	18.5900533669008	18.6026118831933	18.7587339660028	18.668805364666	18.7066578912777	18.7262946727298	18.7417270135931	18.7043190830778	18.7071771119355	18.6183138016537	18.6497122813616	18.8397051152749	18.8673300257186	18.8721097140273	18.6502664289002	18.8272837734639	18.8264895240692	18.6731951871672	18.6757744523439	18.9043788395309	18.6445780611071
"P60906"	23.9224417654264	23.936060972777	24.1035759600173	23.9350898545103	24.0850496678379	24.0191332442774	23.940279539803	24.0424913415448	23.9900582472021	24.0342686877091	24.1149121569971	24.1933400643931	24.2712048237765	24.4700011963242	24.4609522692846	24.4272701268589	24.4032827969138	24.4893829936912	24.4620763499724	24.2897538132593	24.2083853020727	24.4300045495604	24.4493166835523	24.2269169146288	24.2094045775093	24.2192181614192	24.2847083357467	24.2113072810764	24.2485686671036	24.2475332391302	24.2480546663811	24.2253142467158	24.2547440560027	24.4684731544175	24.4664705857132	24.4545533319184	24.4954100482045	24.4703860573612	24.4279989609271	24.5350109496922	24.4706467113574	24.4699204866331	24.4569108412019	24.2773481363058	24.2864579294542	24.5077581113772	24.4701439793331
"P0A7B1"	21.9003487003364	21.9641278979566	21.9826796048972	22.0564855743067	21.9802197840312	21.8900103887176	21.995492523866	22.0809547667296	21.9571218848325	22.033285871021	22.142309647772	21.8894608867806	22.1227995641758	22.0378565798337	22.1945608959389	22.1109840737139	22.1185317800972	22.0797315123726	22.1347477952563	21.9745490295255	22.1332212481325	22.0058684789347	22.0979883761089	21.6355773138256	21.5903284576289	21.5460758330562	21.6522804347299	21.7103238361674	21.5990747134894	21.6424554336124	21.6932027709686	21.6411988822374	21.6588660806889	21.7465946858523	21.7160934910719	21.6417589543547	21.6946613983407	21.7398341627687	21.7183614588922	21.7785271633981	21.7172530270789	21.7826719383148	21.7506889969072	21.7639765922189	21.720037128597	21.705261137188	21.6466184743362
"P64490"	22.9116980909153	22.8317320882621	22.924909614623	22.9193478228909	22.6982294511528	22.9741988999167	23.0232582495599	21.9994447331607	23.2315604680191	23.0699767726163	23.0156566519945	22.0218563253416	22.2447215282996	22.9744772598797	22.7764964869604	22.9731988120197	22.406539277644	22.7854584548963	22.6948356545814	22.9679382651577	21.8602610345775	22.9202350802963	22.8935733557497	21.2941226186749	21.4322227767984	21.6933474238028	21.6180422033006	21.4491012787551	21.1710643759841	21.4874141668413	21.6420455213421	21.6039169655083	21.1185571266665	21.5529101443814	21.6094961977188	21.7195818398879	21.3857181357179	21.7755805436422	21.6332817359691	21.5945897701277	21.2027491935514	21.6664840806288	21.3867971404413	21.3010127179006	21.3555554236009	21.4439168343638	21.5996786147181
"P75691"	25.3798319250586	25.4576342501398	25.5915730216004	25.7159547657387	25.3199957802107	25.5231881519468	25.7995267912005	25.3863531356036	25.6660072354613	25.5418729461945	25.52614996131	25.387576285236	25.3727897530921	25.4122408462299	25.4148555301587	25.3296965800236	25.3692257763892	25.3812817985811	25.3580916439638	25.4861543514346	25.4245593430501	25.2208386799076	25.3157220142819	23.5919267841545	23.8540043095573	23.6392258735843	23.8529192042421	23.91082569054	23.518189216091	23.9136494790879	24.0907617809729	23.9773347821926	23.5202052597961	23.4378785309437	23.4547290239409	23.4460317324629	23.5571663753835	23.4765608128341	23.52659475339	23.5195335582069	23.5215237638426	23.5091061618913	23.386323530422	23.7004092372016	23.755063194037	23.3372342440816	23.5030269564474
"P23865"	23.5085139002113	23.4627503782262	23.5187174999002	23.6026694186332	23.4363160658237	23.448441007567	23.5658481743181	23.4909257736589	23.5428471995912	23.440162019434	23.5337166000822	23.5193895814554	23.5495839893612	23.6265490231596	23.7452882042396	23.6964773048337	23.7221529612354	23.6883250206314	23.6324632195503	23.4939086965676	23.5067356549447	23.5706733622203	23.7124350591518	22.8176426170172	22.8509506065969	22.7821899944184	22.8086924251749	22.8300207370109	22.806339965759	22.7826599416656	22.8150036608795	22.8350523088293	22.8557767955837	22.9600846802871	22.9402705772106	22.8606380391253	22.9605390036666	22.9083940868311	22.9019731517519	22.9060923753279	22.8993495465594	22.8823560954651	22.8890950549286	22.8479248249144	22.8007687984528	22.9128933553376	22.9429121303571
"P0A9G6"	29.7880501238537	29.9210198391308	30.2740099775806	29.8030025830947	29.8903460086905	30.0000647285181	29.9727896445773	30.1031081848038	30.1234420781545	30.175527964979	30.2085187974532	28.1135109233629	28.1932545148359	28.3897249706796	28.2475785093827	28.3973594212485	28.3190603595883	28.3481170073742	28.2513896933317	28.3287468897075	28.0922871145233	28.2136608179265	28.4237582552295	28.3188449374413	28.6067599594702	28.3882761704457	28.6046337884961	28.5131495507003	28.2975803521499	28.650128843496	28.4818997986927	28.5046287142185	28.1709331935681	26.6976733858255	26.6967054588916	26.6700932347822	26.7273355171066	26.5933181691349	26.638831058309	26.6766714157823	26.6370765512705	26.4959452134854	26.3437556224838	28.6779518831023	28.648017665675	26.3807056565815	26.6438204169398
"P35340"	24.2025907842211	24.2557887276186	24.430291746403	24.0469015100261	24.484726294626	24.3069138891168	24.0364335613838	24.4479304763441	24.2403444378129	24.3046808030681	24.3234943502952	24.1485665740287	24.3247513495462	24.4640226841548	24.4808865717072	24.4475521885568	24.4574056795894	24.5056579640542	24.4890399295349	24.3699945047133	24.386527464907	24.6832947111457	24.6216950850834	23.8095385294116	23.8014005031414	23.7548695648984	23.8220055337512	23.7164389377034	23.7974774888147	23.765602161987	23.6629799298773	23.6971669625938	23.8412360831384	23.9288971116375	23.8646407095411	23.8403238449523	23.9424468516507	23.9135855709154	23.8735950562483	23.9928436241183	23.9202623439105	24.0380508997942	24.0438933857624	23.8449175791168	23.8805150989526	24.0813238166653	23.9979764094638
"P32131"	21.9525294017652	22.0094165528179	22.1602856905139	21.6646582107769	22.1831361899324	21.9229298676712	21.7601514104915	22.1254380657943	21.8502791828522	21.9585243959194	21.9153629881025	21.9277982128091	22.0753864397315	22.2379358133614	22.2676891091518	22.2427839308574	22.207826999396	22.2101570399634	22.2649665404079	22.1642784383012	22.0537442926651	22.1639775999135	22.1710093839343	21.8532867084896	21.6603337058852	21.7127100259268	21.6907073549287	21.6674719489974	21.8571768885864	21.5570354576209	21.5832058327698	21.5403210491109	21.8947689251894	21.8364033030732	21.8112821763191	21.8113252994768	21.8607573717951	21.8477241545078	21.7713468010667	21.844854382686	21.8165571469754	21.8310729266361	21.9258767444522	21.737731745388	21.6755444712573	21.9012108819247	21.8338312788648
"P14081"	21.7080094979117	21.7890679224078	21.9408799066863	21.708838878602	22.0038115994291	21.8838685842563	21.8421132081854	22.1491436297152	21.8119132139405	21.8680124086231	21.8804384954611	22.110037827914	22.2938645106072	22.328966315146	22.2290564197247	22.2045890536534	22.3241717548174	22.3098831957674	22.2748058166076	22.2317479500902	22.3322485755143	22.2827982932081	22.1847016429768	21.8499051864212	22.022195079189	21.8716413300978	21.9939804493277	21.9788521781221	21.8188871689466	21.9624095908763	21.9572884158078	21.9429998006957	21.8201618188392	22.1668544829838	22.1615348038449	22.0960620317398	22.1375084017951	22.1336602567034	22.0713589186361	22.2021304017869	22.1356028333242	22.1435930984533	22.17996374388	22.0047067024081	22.0307863340435	22.1491064072805	22.165735695297
"P0AEY5"	23.4506449321386	23.057308927542	23.1066779466262	23.0394338357064	23.3043117676955	23.2716607821542	23.1882229970889	22.8887179839177	23.2564223665604	23.2451090259326	23.0850075116015	22.594175141702	22.4112026975133	22.6224683449531	22.5829440768972	22.7078031311854	22.4191809689024	22.709234455734	22.6734626381014	22.8159379071155	22.3994636074677	22.5967930464505	22.5635039958137	22.1499188787692	21.996451420909	22.2368328867545	22.1038544518725	22.1636797695171	22.2205678588671	22.0775850587688	22.0752101441818	21.9421873041029	22.1981242603441	21.8236331303339	21.8290065047264	22.043487934449	21.7666316190633	21.778715638545	21.9453345224359	21.7713185881236	21.8902887726519	21.9131034294669	21.8346647003774	22.0454257297307	22.0304933726645	21.859465023053	21.9195042234401
"P39401"	20.0454023982834	20.3075588230927	20.6722716689749	20.7028963951032	20.0007482744114	20.521389571244	20.8444100144674	20.7034372494092	20.7848217259469	20.6253164428531	20.7342415706353	20.7720519453922	20.9741498749899	20.9606326790226	20.9578233108067	21.0812246539316	21.3184181342672	21.0536713855952	20.9868128217145	20.7960459479919	20.6380681790095	20.9058776062078	20.9744510018001	19.8429579684041	20.4482897578902	19.8824714062961	20.407711732334	20.4307996257383	19.6947795548695	20.5488858616257	20.3620679555468	20.4257178902244	19.720115640931	20.5401034373456	20.4668451903175	20.3093586646604	20.3570601007223	20.2372823290114	20.34209420552	20.3684339907257	20.3347490182463	20.3558994881828	20.351107460838	20.2802655680867	20.3539307607935	20.4463725548959	20.4696497657755
"P24202"	21.7381071072454	21.7685914212713	21.8628166724107	21.472721574551	21.8905077302697	21.7802866431228	21.4014232955481	21.7230367688827	21.7193938347479	21.7770786924077	21.6819263861225	21.3967490066868	21.3515819890081	21.5542834367115	21.3348908348684	21.3505680347554	21.3112837858554	21.3899610734059	21.3689028548965	21.4680293463616	21.2939879593574	21.4113371947581	21.3259839307561	21.3922272682943	21.3718670226084	21.4326458806869	21.3650622091711	21.2428682283581	21.4485267086791	21.3305700852301	21.1552629505298	21.2055498656997	21.3631701358106	21.0368912928765	21.0328017767509	21.2547137852732	21.1459420937606	21.0318734751199	21.1130909834424	21.0829663252211	21.0540358841065	21.0969917577454	21.0937270338484	21.3075310301593	21.4157685842406	21.1138477011744	21.0313687127236
"P0AB03"	21.9031581048542	21.7284902081801	21.9416609057119	21.4115234010148	22.6927580854123	21.7201749399681	21.0662100968956	22.073851292779	21.4989679878124	21.7348286757535	21.7249859011942	21.2793532643126	21.0721705577548	21.4049554704281	21.194007740678	21.1426742389417	21.1265192144054	21.1445487142882	21.2500994487821	21.5095942927963	21.4577876538986	21.777472049969	21.3358014017562	21.584380852816	21.3200612197254	21.6303471224106	21.2941226186749	21.0874796752187	21.7449578072099	21.0424262135241	20.8716300509212	20.9318642914971	21.5817586928209	20.5678614043572	20.571310101565	20.777929494268	20.7259802765474	20.8091793392716	20.8689506292605	20.7916493955156	20.714170039877	20.9263003387064	21.0139237256658	21.2958720469906	21.2806167362366	21.1174097483459	20.7638347994296
"P37648"	22.5207639731747	22.5026409952476	22.5883966872689	22.5230206026669	22.6071925799404	22.6382781353413	22.54987536363	22.4995276859908	22.5380487002759	22.5275805685245	22.5588765658814	22.5375985399759	22.4734278104951	22.6609081553676	22.6231005009676	22.5879734099296	22.5367049110954	22.6417611589334	22.5961242252666	22.6815532736703	22.4084401456081	22.654314362069	22.6508002083796	21.6230714680678	21.6841030951413	21.576786020803	21.712491735981	21.7063577369714	21.601298363925	21.7007986674228	21.7460246556976	21.7408101267629	21.6187995035552	21.5725179761519	21.5389959472902	21.6306315216335	21.5550983572701	21.5759832624994	21.6227855744679	21.6382980243568	21.5406142999997	21.6133956071027	21.6340576776555	21.6126939509191	21.7377977501537	21.6643109907076	21.5968385332285
"P76658"	23.5978025155912	23.7376038525604	23.8592469909021	23.6883570386606	23.7213395466342	23.687620444152	23.6683898867723	23.8317784695269	23.7267017056855	23.7284673725314	23.7516556048789	23.6691471786263	23.7663910062793	23.8442759109665	23.844706913581	23.813898593263	23.8522906121416	23.894755975411	23.9179157879308	23.837487423082	23.7917368221858	23.8211297222542	23.847863671176	23.2506575339808	23.2521889900386	23.1455876560808	23.2311473355949	23.2385146582475	23.2521557775802	23.2767662127032	23.3099414652312	23.2565807328214	23.3064828457933	23.2079371882364	23.2517239460295	23.1310901593738	23.2254201659533	23.2318651140136	23.2375682648375	23.325808304234	23.2271050010748	23.2246682652784	23.2671804477964	23.2386137821896	23.2729850938029	23.2155569943804	23.2447941013202
"P0AFQ7"	21.310695980946	21.2951097364735	21.4346475690935	21.1902261790557	21.5853990412918	21.285004787186	21.1291572184359	21.4641598266147	21.3512800345957	21.4177989599025	21.2793249226589	21.9245472267663	22.0046861315636	21.9029410589327	21.9756828661456	21.8572262564799	21.8602117704243	22.0036778007043	21.9527817644111	21.9527746562084	21.9565229230848	21.86531870103	21.9424200040696	21.2117053421292	21.0928629322002	21.1306974948391	21.0565517244548	21.1723286149338	21.1853642534221	21.0680618529202	20.9823767089691	21.0372265351588	21.1198935272916	21.6612953445173	21.6340222151371	21.765102337417	21.6578766600897	21.6609038043373	21.6470841985716	21.643970656886	21.7078705194847	21.682350845017	21.5983933184198	21.1707282807164	21.0828169358846	21.6659031755674	21.6069825670207
"P00944"	18.9010907969152	18.8522033495298	18.8822639148067	18.7749092861844	18.9475170888447	18.3970645803255	18.8667597434081	19.4184003093806	18.6249881716045	18.8888621369848	18.9660801195224	17.5318535490857	17.5057030252364	16.9775817951748	16.935418309508	16.8591222237709	17.0745805279471	17.2598627723746	17.1590336463571	17.4129088482463	17.7881702858551	17.046772314628	16.8605293052097	19.9708614040685	20.0260478834004	19.9235596202957	19.9445662333272	19.9737926430872	19.9354585967575	19.967389516629	20.1123529604029	20.0362004481492	19.8180188267996	19.207176415923	18.6101958051333	18.7104667825765	18.0942478242281	19.2874238116835	18.5689506741114	18.9151995717457	19.0725094782821	18.5895268011595	18.5004062174546	19.9793582038504	20.1402855826794	18.7053252690439	19.1560954240174
"P0A9M0"	24.3197305475725	24.4672607507124	24.5016246224092	24.5036032785795	24.5111530306369	24.4524433570767	24.4353179974649	24.6098489738875	24.4606336204606	24.4332943141676	24.5026749833985	24.4204562863375	24.6295980843597	24.6653730039623	24.6968274799736	24.6719780907824	24.7427775481104	24.6563061422003	24.6421656421089	24.5411403467584	24.6124104930056	24.6207894419585	24.6991651077749	23.6767736260361	23.6539908751013	23.5666960703407	23.6768381761498	23.6817891605771	23.6239399690328	23.6955855662095	23.7391295759534	23.751063046785	23.6806737188936	23.7713266490208	23.7658853864906	23.6661264615298	23.8029095520834	23.7398197448501	23.717736240742	23.8051258782036	23.7588185315677	23.7476562279244	23.7622194038581	23.698153130757	23.737717306443	23.7834275261752	23.8332947019743
"P0AEP3"	25.4139393161545	25.5007102466479	25.6253175577776	25.4488568624354	25.7926877416865	25.6132061710745	25.5545662522485	25.711763164141	25.5819396647188	25.5039186416432	25.52284405648	25.8405543595859	25.735645367393	25.8530929711561	25.7170851195106	25.7173492643513	25.7234190980228	25.7855941476225	25.8384327152812	25.8699367044656	25.7933899768853	25.8406023788323	25.9335801766641	24.9987081760648	25.0383230712493	24.9748911991107	25.0314949198802	25.0169167375964	25.0667463327946	25.0805921279286	24.9741691349812	25.0430089212731	25.0439434335789	25.140479847688	25.2253878025669	25.3312797180132	25.1746054188303	25.1432232889362	25.2278203871816	25.2315201854882	25.1947570046869	25.1940919301614	25.1836965569042	25.0043518142236	25.0210963805295	25.1906527026777	25.2388222117911
"P39321"	20.973133983802	21.071227966327	21.1504303150321	21.1288804230981	21.2397546747868	21.0937721592655	21.0887675387429	21.460844811272	21.1036143758833	21.1401045572	21.1801459084785	21.061840523843	21.3391932448908	21.2716978224432	21.3570386163804	21.3889107023823	21.4863587703435	21.3197360593962	21.2873967554866	21.1876855264264	21.1712415583313	21.2957767802012	21.2862069084898	21.4507934185305	21.4059319243555	21.3108290898253	21.4104368588917	21.4340264770223	21.4098156100756	21.3968796332876	21.4457312370177	21.4507078519671	21.4770526649886	21.4433604322431	21.4052360088957	21.2958216124151	21.4219076446966	21.3116662849319	21.3518138039731	21.3876071793514	21.2986152717198	21.3538284857084	21.3946207403092	21.3646508676103	21.3915037317987	21.4281076151687	21.399176727667
"P29680"	22.2937101848133	22.4076002345051	22.6005681139159	22.3672744961579	22.583508859197	22.3851019515937	22.2888277827034	22.5847799582531	22.4131155173545	22.36568967976	22.4719852343094	22.6425149273272	22.5796312900676	22.6318928672451	22.5739235755055	22.6112761040904	22.6384637554904	22.6142317514131	22.658362737821	22.7059423924291	22.4778629901877	22.6036634680027	22.6264910954108	22.0388915345839	22.0104072224451	21.9941496871026	22.0400093891829	22.0441919786787	22.0893948747936	22.0642013420747	21.9840157655836	21.9804429435711	22.0560092036817	22.0365056679221	21.9962479672536	21.9829615542963	22.0244728259295	21.9868787737258	22.0351333485957	21.9897742173402	21.985100485678	21.988422577654	22.0297253294468	22.0357307531422	21.9772526680871	21.98870340703	21.9728851565682
"P0A6S0"	21.6040346456394	21.9234087368748	21.8403200027296	22.5000847350596	21.4344439618093	22.3632583808269	21.9119412447954	21.5358724139154	22.3249353427771	21.9799652005324	22.3268891658337	19.1964628523976	19.3105484375878	20.092695210717	19.414084400636	19.5458411811507	19.360276990447	19.5781257242832	19.3571417383037	20.5644044434369	19.0972477293233	19.0453144020016	19.586343204474	20.9968306646877	21.8934844813122	21.273417723574	21.9711281265799	21.7320025911483	21.113930343774	21.8011675942289	21.56094384231	21.6414105885975	21.1053036620824	19.4168057726849	19.1361199949762	19.2993511357963	19.8746437166455	19.3944836288102	19.2244280453338	19.1814216303175	18.9337453957453	18.7819455613386	18.6887079096963	21.4073434974388	21.5731330943834	18.3778332700588	19.5329855514164
"P19624"	21.5861599201526	21.5562590582207	21.6298270601073	21.7547227970798	21.5645393458305	21.6370068795519	21.5636226916103	21.3508215901352	21.6427330499605	21.6237904187288	21.7450973630117	21.36411113782	21.537096089996	21.5913561565056	21.6060834565206	21.6545984462018	21.4611196879125	21.5714628771999	21.5974706509741	21.3370218592088	21.3374193746177	21.2946947805939	21.6995877026798	22.537927881565	22.5017327295336	22.4705312846831	22.5226830514618	22.588245694467	22.5684599550396	22.5407159779225	22.6739197781099	22.5579656511401	22.4406106805145	22.5433901341146	22.4516161085205	22.5164685519057	22.4085567612643	22.5026677002907	22.5397320023181	22.5070309712203	22.4128261723127	22.4744877544063	22.4931268870582	22.5130017717781	22.6525649196107	22.5047709898263	22.4467057256633
"Q57261"	22.094996453236	22.1462280677078	22.2977984481326	21.9915502171901	22.3633867275794	22.1783293060372	22.0714898590598	22.3989263132151	22.1040976881287	22.145506807221	22.2137711182282	22.201427586883	22.1433097160693	22.5008822299919	22.5456423096984	22.5321642247084	22.4497411006367	22.4287082615344	22.4801235641418	22.3508863205383	22.1850314734304	22.4340468449369	22.4601898940888	21.7520416583369	21.8182240617302	21.7599483072624	21.8357481999532	21.7763519029861	21.8644423509569	21.7823199951431	21.7135996355833	21.7106559545775	21.797067773685	21.9191150092759	21.8596356339286	21.9915986543887	22.0074468582474	21.9101815681575	21.9494406055198	21.958301360337	21.9256594683754	21.9433647383247	21.9221785934715	21.8091557826952	21.7997812058013	21.8760334991841	21.922370985965
"P25519"	21.9846138531734	22.000277209399	22.0872983759956	22.0610197534895	22.0180330597121	21.9766864776949	21.9621059399366	21.9332807532771	21.9461452490085	21.9999332691882	22.0113801492303	21.9532508283733	22.0938688518353	22.0151495864515	22.102025666801	22.1212381783886	22.0603568631549	22.1410999163613	22.1502567569881	21.9557641175	21.9118644637869	22.0722785237074	22.0886737382633	22.2611485879597	22.231973482172	22.2348875812064	22.2964799251072	22.270666037228	22.2617626643758	22.2282520913274	22.3130983696454	22.2573003604467	22.2633282369325	22.2917305453303	22.2993254204332	22.3140283246399	22.2774105726994	22.3280103210363	22.3414591006194	22.341974805427	22.3024135743288	22.305175023324	22.3250451782967	22.2906820617725	22.2422373310091	22.272529553843	22.2625513977047
"P52095"	21.391021172464	21.3535108484328	21.4138231347869	21.8030416420093	21.5162954106093	21.5000531179446	21.7418964997592	21.3103908934355	21.5037985692189	21.46519171713	21.6330111667484	21.0694458338295	21.2037231780345	21.2254451735274	21.4435931355993	21.3755464548447	21.3330133629797	21.3303348312482	21.0881205148454	21.170080312525	21.1983671012008	21.1115381517664	21.2940721229038	19.9854167088059	20.2396847609638	19.9723347805459	20.2653243137019	20.3298861010178	19.9481504642428	20.3217629820945	20.4031618525672	20.2369087764406	19.933356402947	19.793690617627	19.8262474392709	19.6567984217526	19.8564209691301	19.832882290011	19.7191732108078	19.8366575570844	19.7225390683442	19.8466442596975	19.8882348918327	20.2440594938286	20.2541889916859	19.8376310126913	19.7587453501176
"P05458"	20.995340697552	21.0695835033894	21.1285595256733	21.0716862474151	21.0699964332638	21.097081803177	21.164284577207	21.3666103658511	21.1984030741478	20.9950438999778	21.0370321041235	20.9682406911463	21.1804616059718	21.1524433018642	21.2462418956777	21.1972934955291	21.2970539526647	21.2323014659116	21.1844685980243	21.0840051275042	21.1591556344836	21.1754265042568	21.1866764733828	21.5679356566931	21.6006497751289	21.518136377069	21.5723838177931	21.5837016610623	21.532675528177	21.5692854546612	21.5928119515424	21.5557349863267	21.5814874797315	21.545835526417	21.6110374087268	21.4236114477183	21.5770120043403	21.4852239716571	21.4278110336879	21.4724984808291	21.5409547746312	21.4730734967272	21.4724736905082	21.505747600505	21.5023132112695	21.5780676624519	21.5768736512744
"Q46863"	22.6585065679894	22.6282924507247	22.6600551025669	22.5589536168969	22.9073583125945	22.7383957806938	22.615146010415	23.1015288362142	22.5836764146651	22.891425877002	22.8692161592486	21.2914607671458	20.6247097961545	21.2961073850333	21.5935552550327	21.9246632007846	21.4916818678853	21.4179276944891	21.6870244882083	21.5996241377631	20.4673329016985	21.6866056765495	21.7157793768855	19.9689648491885	20.0133853799159	20.0005557408753	19.9607316501491	19.9298189624586	19.975081063843	19.9148361958313	19.7710831900653	19.7930364702422	20.0025897966371	18.610768941851	18.5422535147323	18.875257396072	18.8322472231154	18.8411804051267	18.7109779103237	18.8416626206124	18.7836249532351	18.8270883542109	18.8347117588976	20.1063201195067	19.9837757653954	18.8640017084139	18.7858068402431
"P30138"	23.8007095619546	23.935656419604	24.2687801256581	24.1023669383539	23.5290043950005	24.2385962902241	24.273127420547	23.8810381360365	24.3268164936848	24.1764328008139	24.4081900380266	23.4996128384206	23.3693422767104	23.7791546500527	23.7063977892603	23.6618824556179	23.5586850879635	23.632640715115	23.5645812095259	23.7812676529649	23.197156988405	23.4483023626356	23.462962507149	22.6281210959236	23.2276059554764	22.8008003902574	23.08756546066	23.0177578824287	22.7131905671948	23.2720453849783	23.1527078781524	23.0880849201109	22.5683694923784	22.3799885419548	22.4295232071057	22.3486838558846	22.5757778876237	22.3760421684958	22.4135933263051	22.3021932109939	22.3428809135776	22.3370055206158	22.2478533598602	22.8506492675438	23.0158760982612	22.2072938047794	22.2290153335223
