"rowname"	"BBM_673_P283_01_VEB_001_R4"	"BBM_673_P283_01_VEB_002_R3"	"BBM_673_P283_01_VEB_003_R3"	"BBM_673_P283_01_VEB_004_R3"	"BBM_673_P283_01_VEB_005_R3"	"BBM_673_P283_01_VEB_006_R2"	"BBM_673_P283_01_VEB_007_R2"	"BBM_673_P283_01_VEB_009_R2"	"BBM_673_P283_01_VEB_010_R2"	"BBM_673_P283_01_VEB_011_R2"	"BBM_673_P283_01_VEB_012_R2"	"BBM_673_P283_01_VEB_013_R2"	"BBM_673_P283_01_VEB_014_R2"	"BBM_673_P283_01_VEB_015_R2"	"BBM_673_P283_01_VEB_016_R2"	"BBM_673_P283_01_VEB_017_R2"	"BBM_673_P283_01_VEB_018_R2"	"BBM_673_P283_01_VEB_019_R2"	"BBM_673_P283_01_VEB_020_R2"	"BBM_673_P283_01_VEB_021_R2"	"BBM_673_P283_01_VEB_022_R3"	"BBM_673_P283_01_VEB_023_R3"	"BBM_673_P283_01_VEB_024_R3"	"20230516_EXPL1_LiSc_SA_S610_RT_25_s2"	"20230516_EXPL1_LiSc_SA_S610_RT_26_s9"	"20230516_EXPL1_LiSc_SA_S610_RT_27_s12"	"20230516_EXPL1_LiSc_SA_S610_RT_28_s17"	"20230516_EXPL1_LiSc_SA_S610_RT_29_s24"	"20230516_EXPL1_LiSc_SA_S610_RT_30_s30"	"20230516_EXPL1_LiSc_SA_S610_RT_31_s33"	"20230516_EXPL1_LiSc_SA_S610_RT_32_s38"	"20230516_EXPL1_LiSc_SA_S610_RT_33_s44"	"20230516_EXPL1_LiSc_SA_S610_RT_34_s48"	"20230516_EXPL1_LiSc_SA_S610_RT_35_s51"	"20230516_EXPL1_LiSc_SA_S610_RT_36_s56"	"20230516_EXPL1_LiSc_SA_S610_RT_37_s63"	"20230516_EXPL1_LiSc_SA_S610_RT_38_s68"	"20230516_EXPL1_LiSc_SA_S610_RT_39_s72"	"20230516_EXPL1_LiSc_SA_S610_RT_40_s80"	"20230516_EXPL1_LiSc_SA_S610_RT_41_s81"	"20230516_EXPL1_LiSc_SA_S610_RT_42_s89"	"20230516_EXPL1_LiSc_SA_S610_RT_43_s92"	"20230516_EXPL1_LiSc_SA_S610_RT_44_s96"	"20230516_EXPL1_LiSc_SA_S610_RT_45_QC1_LabD"	"20230516_EXPL1_LiSc_SA_S610_RT_46_QC2_LabD"	"20230516_EXPL1_LiSc_SA_S610_RT_47_QC3_LabD"	"20230516_EXPL1_LiSc_SA_S610_RT_48_QC4_LabD"
"P0A9B2"	28.2626825724237	28.3334037945194	28.4061465711971	28.3391677541529	28.5845425726341	28.5506257045162	28.3466807374101	28.5201070729425	28.4574142907803	28.5138159495102	28.5411314823907	29.7926353084737	29.6159034292893	29.8337371390147	29.9180363920603	29.7666289022837	29.8802015360468	29.910336220361	29.8984777174784	29.6971248631314	29.652941228801	29.9202958547304	29.9678795748629	28.2491846837103	28.4584629060814	28.2525856754059	28.446562654651	28.4784784590228	28.2819508912701	28.4935934278889	28.4448737549635	28.406292571207	28.2740522022918	29.6433766224463	29.5662471395291	29.6516948074226	29.6052097887283	29.640843694338	29.653206104185	29.7381246354947	29.6630030113361	29.7527541943563	29.7253409281741	28.5465801701275	28.5611911162522	29.668817602679	29.7544341228825
"P0A8I8"	21.8672810023661	21.9759626886826	22.1878304820539	21.6873833728875	22.1082041047726	22.035317966299	21.8215248763771	22.3317239154084	21.8977073671587	21.8446666921179	21.9911799648795	22.3494804781517	22.2172666952823	22.2235315776599	22.1169086727144	22.2316102703206	22.2404536267359	22.1437768001493	22.2356356366604	22.2507066814005	22.3041446262816	22.213198577221	22.1511831911946	20.8593588549912	20.771447557074	20.7250067110466	20.7596070294559	20.6749801301116	20.848159860468	20.7380163693736	20.6759535882387	20.5697814547476	20.8562005763339	20.787606089985	20.7299177563882	20.7716893427857	20.7935953718949	20.8377895990824	20.8135776717027	20.7408265930648	20.6351654423327	20.736547271717	20.8139768559863	20.6780447315979	20.7062902779712	20.7948092842183	20.8185946592154
"P0A8T7"	25.9021875826232	26.0293984501973	26.0943244283621	26.128423437321	26.1317354676845	25.9809161716477	26.0702909013197	26.3959542155287	25.987738043759	26.0722797505468	26.1284549039769	26.0757597723775	26.2907629036322	26.2951899802148	26.4654620301877	26.4186384244299	26.597771264474	26.3647951176141	26.3399118983252	26.0610988842226	26.2885469006517	26.3762157605464	26.4131775123142	25.592557065326	25.6381875263565	25.4794008618478	25.6149000935202	25.6492751481713	25.5718684643108	25.6377343960517	25.6635690703493	25.6386902239212	25.6733159775997	25.8095532484115	25.7636484219958	25.5715647186359	25.8197419324493	25.7048871537153	25.6680083856889	25.7501354091018	25.7168680137802	25.728353188866	25.7775202088314	25.6847665951088	25.6718350577047	25.8206356273498	25.8515878839269
"P0A794"	23.760758518644	23.9382705271931	23.8866953505855	23.6615019478903	24.0401515690611	23.850498574411	23.5019829239418	24.061379104001	23.7894799154237	23.8176309076698	23.764934341294	23.6812422728984	23.7324270639496	23.6869262065942	23.5051733462612	23.5190175749964	23.654001804899	23.6258693396669	23.6159384983372	23.6892639209937	23.7100610300793	23.5393368040205	23.500403299631	23.0737565174189	23.038864748999	23.0398337358682	23.0858179925991	23.0115507705085	23.1343780614492	23.079785214182	22.9674915433688	22.8452507508892	23.0781912098869	22.8653356939378	22.8385284126327	23.0657862227598	22.8978107504266	22.7892789093749	22.8441188024384	22.914937994096	22.865280938296	22.9236354187516	22.8984382755672	22.9773941809727	23.05597446217	22.8844630747009	22.8065936734547
"P0A7J3"	29.7613404503273	29.6393573396561	29.5689958734422	29.6083595845844	29.6807910685535	29.682839796014	29.587898680002	29.3181208833225	29.6293354400001	29.5468855425136	29.5219872014278	30.007889825057	29.575989103141	29.7438774605988	29.5824174794123	29.5357566771585	29.3810185186789	29.5963180503862	29.751014826879	29.7697750412117	29.5479556751666	29.8081054679167	29.8796115961648	27.8045942703706	27.8194045221814	28.0723216669327	27.7671074188439	27.8240931719277	27.8169476978822	27.9042210202791	27.8177894636804	27.6317516313845	27.8641140548119	28.2227991398236	28.3769393878391	28.2549431422965	28.2015835067617	28.3897167662766	28.3355860800364	28.1412217538737	28.3225414266119	28.3312395626622	28.2259917381686	27.8935217444382	27.8440447926458	28.1797807971142	28.2742833051335
"P00935"	23.8645084735153	23.8169672226525	23.9076755401614	23.7863023363133	24.8756305025773	23.8313725828924	23.6231139005704	24.3728262781521	23.6078021217084	23.7386658442624	23.8396897397303	24.160156410145	24.2132890716171	24.097102705777	24.130486982646	24.047933326016	23.9672804455828	24.0287663859535	24.0543986343654	24.0518790332698	24.397288418119	24.1605565261081	23.9433235980129	23.4215224706555	23.3732512290596	23.4227161756111	23.3363218569758	23.2190068800344	23.5164228638595	23.2991353361422	23.2552124506196	23.3176207290305	23.417729438449	23.3052028616815	23.2601465658286	23.0832212256532	23.2268801761323	23.3442146239793	23.2251215125996	23.3234050135884	23.2962810623008	23.3542321609792	23.391105107422	23.3113142786321	23.2998759644697	23.4172529976094	23.2558895524312
"P0ACF4"	29.7195478310509	29.3506965881818	29.2665725158635	29.5224175634288	29.2169915961379	29.4460005652827	29.4563002805642	28.6943890808213	29.4614539204439	29.2743432969341	29.1938913143135	28.0543655102721	27.9569850138684	28.4206739225879	28.4145942749066	28.496678265856	28.0435440453592	28.4749871192536	28.451951528235	28.6640582541813	28.0239821705256	28.445923630753	28.6265671251042	27.2168690561032	27.1935506263085	27.6259125258081	27.3117352209903	27.2531539834444	27.2846977470686	27.2835413487973	27.2483931311101	27.2736432373233	27.45461294411	26.7971533880326	26.8348479113803	27.0224219997753	26.812058196012	26.9240424499962	27.0116932238183	27.0354857800762	26.8261680933469	27.0360100723526	26.8972605185489	27.1999093853119	27.2240098465144	26.8444100144674	26.903514412412
"P0AG84"	23.6285416577455	23.7149728372925	23.7757131503835	24.3415161086341	23.447873739499	23.8072208676378	24.373032129379	23.4534233720344	24.1631238596802	23.8453771062644	23.8860440839904	23.2474043016667	23.1675115578015	23.0996489483432	23.4940430274205	23.1384508683211	23.4367100173725	23.315728923228	23.3081784664485	23.1423439294986	23.1730838811723	22.9618887550062	23.3225250951121	23.8479496678801	24.2097838319506	23.7475435529853	24.1544735715791	24.3673238269737	23.7177885268886	24.3304593017967	24.7263691030651	24.5668992590579	23.8048207198781	23.4835889806171	23.4185017109205	23.1227837691382	23.4164156257573	23.3707395472637	23.5165190475366	23.5130644403256	23.5092028345915	23.3203780427675	23.2773623266325	24.03393275732	24.1218357502837	23.1934664052301	23.4681561625951
"P0A9M8"	25.8565639214544	25.9354136332365	25.9652536550087	26.1260851186898	26.1221557762969	25.92450690549	25.9675135309452	26.1584912750303	25.8785005694202	25.9867208309792	25.9862217223976	25.2308352103189	25.2978558087208	25.3033574084668	25.5212481762521	25.3607292261289	25.4527324050616	25.4652814118698	25.5380019138383	25.2803746092833	25.5499393875891	25.6630722534969	25.6196342016726	25.0776453593998	25.1791771359791	25.0565045927849	25.1385907010273	25.1774064589315	25.0616716283454	25.2012338787671	25.1630316992304	25.165475797832	25.1550490421477	24.4200707245626	24.378744389608	24.3463941572063	24.4312295245278	24.5076552935036	24.4630997504215	24.6021086900945	24.5133295463702	24.7527634440994	24.8226377337839	25.1606180725621	25.2316739854643	24.8059819456733	24.6970025356754
"P0A9Q7"	25.1033758608421	25.2520207538444	25.3971545636362	25.7975541737674	25.2804241707392	25.5371429058182	25.8300163835298	25.5187505112161	25.6159188597754	25.6067296076506	25.6997290695826	27.8794801410511	27.9533203310341	28.0250812097947	28.2923629914309	28.0528326893691	28.3542893391762	28.1921212096778	28.2558841512806	27.8949617706347	28.1951429454814	28.3131158464244	28.2738966314552	24.7990450095828	25.2654609596838	24.8034565622864	25.1362688167766	25.3713180202722	24.6124498654908	25.3481854057389	25.4642533253634	25.4001486282084	24.7470415304115	27.5075312974976	27.4403537313887	27.2741944238062	27.4199791384967	27.5726882583423	27.6151106413878	27.7116686538041	27.6271448755462	27.7870911583558	27.7975986986437	25.2774155391146	25.289957797844	27.7882368611551	27.7740446323181
"P67087"	22.6574318535723	22.4776802126717	22.3626887043184	22.1197130904983	22.4669969957154	22.4260712252436	22.1827210751543	22.2059495182627	22.3878648236536	22.3104546897953	22.3443230015436	22.2188428570669	22.0655988898583	22.1369047748171	21.900241812878	21.925568927018	21.8006345255651	22.0816765206581	22.0174928472803	22.2399760462103	22.0600269534711	21.9833165233233	22.0598487708679	21.7362871350861	21.4403774955588	21.7155447936878	21.5310958480826	21.419368737597	21.7330749206283	21.4844128543209	21.474282265392	21.3987019466861	21.7127268160931	21.4183035337518	21.4267059867052	21.5152176198476	21.438124814109	21.4072397523302	21.4683376644751	21.4164130484784	21.4390435616746	21.435390491923	21.342636808707	21.5133825617339	21.5206369028753	21.3984357923043	21.3882748564254
"P0AEJ2"	23.8963460787217	24.0255934564072	24.3335675804865	25.5446493095831	24.2885152187929	24.4172272395677	24.8230363636749	23.497238852872	24.5259678256534	24.5827121306949	24.739495303582	25.1205668004698	25.4085625917997	25.3924519888323	24.9714351473631	25.0826196208248	25.3532160292362	25.2746067869311	25.0950310727611	25.5518089260508	25.4573023412897	24.9749043242049	25.269208309785	21.5525537184195	22.870537432744	21.9033420165175	22.9115408417744	22.6815639966392	21.4740643655502	22.9363701547137	22.9976353655359	22.8472825813382	21.3662421619183	22.9808543035007	23.1373207727917	23.5250060070191	22.9659991231511	22.9895992686836	23.2519507098163	23.3410952821352	23.2594139890397	23.5597705714623	23.0133325566945	22.5906825254562	22.7276720512921	22.8573838426828	23.2317831002664
"P08142"	24.7237471744019	24.8820323175708	24.9914343072916	24.4235755449181	24.9697018164336	24.8943442968748	24.7548033173846	25.1835564855652	24.8217428461235	24.865551864018	24.8977867513997	24.7545331998797	24.9543846579292	24.9982992934249	25.0402059282529	24.9692055688061	25.0698833808813	24.9992546066468	25.012332810813	24.7947785523104	24.8544752196983	24.85129954723	24.8490432898434	23.9281742460843	23.9080696853271	23.8602041911745	23.9010045947642	23.9029833670558	23.881635660605	23.9533591888899	23.7930674377893	23.823580655869	23.8707387171988	23.8575300217219	23.8429341899145	23.6252896844063	23.8907452060491	23.8018050436485	23.6846274994289	23.822773863692	23.8076630820541	23.6935239656971	23.7280313499062	23.9615337726619	23.9595010979727	23.7735718698403	23.8179138569667
"P76576"	23.3337722868007	23.220857126358	23.382106816183	22.9259147644015	23.4151135136079	23.3323797107335	23.2009967565966	23.4202892222195	23.3676504344131	23.2915816115285	23.2261010997709	23.1918637642098	22.9923959045531	23.2970371551023	23.0017002500962	23.1473015183274	23.4283121186034	23.2701356063253	23.2222745838394	23.3506489615268	22.8989696128313	23.1754371646306	23.0492868810811	22.5338829118331	22.405913751728	22.652096583891	22.4626804936332	22.4192915753379	22.5239873335529	22.4123894614366	22.3935109144342	22.340948642776	22.5701568180756	22.5154486428037	22.4623734604954	22.537927881565	22.5039998971091	22.5201452991532	22.4713452800316	22.4745248878526	22.4805870869619	22.518263667792	22.4686956286473	22.5345859610859	22.3872732249036	22.461646804752	22.5008652148858
"P0AET8"	24.8501933248988	24.9345905532329	25.1792416904253	25.0154116492864	25.2207427545633	25.0797705684322	25.2133484091233	25.1163526873939	24.9528706139903	25.1788998987544	25.1518443447246	25.0490350563698	24.8283151019992	25.0835207167011	25.0071782106269	24.791910666299	25.0681865312011	25.0088713944172	25.1271248393372	25.0481495809734	25.1104106655025	25.0831351814982	25.0535040167935	23.6232925500506	23.7181231133614	23.5754478420349	23.6634252011002	23.7680582954348	23.592097928447	23.6989479369317	23.8414184615774	23.7101346206098	23.642270326364	23.4329822362	23.4164413982937	23.5669050640293	23.4079502568914	23.4913784990322	23.6350015467788	23.5608435801034	23.5692715456588	23.5274302334784	23.5484790523391	23.7829978091241	23.73614878936	23.4217150705304	23.4263425687537
"P0AFI5"	19.5961569910776	19.48336706913	19.2723769157865	19.482829616523	19.0645638480215	19.3887951148688	19.6348695308756	19.3720466990582	19.5629280662036	19.3740206028583	19.4683396534104	19.974857073307	19.9386205118407	19.9792744601243	19.8166493265213	19.8659778791214	19.9361490604272	19.8720826526425	19.7355345393359	20.13040214069	20.096045941241	19.9176445055748	20.0002118670682	19.0218664891145	19.0545539762161	18.8905611657283	19.0174581852377	19.1159047294006	18.8521118895993	18.9916851453416	18.9940495283684	18.9290445317406	19.0078020123232	19.5665037694041	19.5234088085944	19.4815846350828	19.6819641208594	19.4907529664078	19.4454150179268	19.4993301129956	19.4533048004989	19.5732274201508	19.682862602092	19.0958142181576	19.1656578076366	19.6069906971219	19.5486620131372
"P25888"	20.3049105321325	20.2317040111657	20.4050334032524	20.4133014942423	20.5916392160301	20.499746639228	20.5053017858307	20.0684424160258	20.4075250334292	20.3009847985714	20.2248566450939	22.3965634965896	22.5172666569575	22.3455227389999	22.4427101815295	22.4654657668797	22.4307383834394	22.3547782883756	22.4806240637513	22.2808121073105	22.1914827810721	22.0880428524741	22.4189365757808	19.8266912303751	19.8546675351466	19.9172030620301	19.9863753794353	19.8945824371643	19.8883909854266	19.8151424679351	20.0518276008534	19.8751448827133	19.7716635542403	21.8239207342417	21.8645443673494	21.6304848852853	21.8144893718738	21.8819175315919	21.6244420767882	21.7272482546869	21.7591152849545	21.5747320992276	21.5023957712879	19.8009772915798	19.866794449567	21.7315634927553	21.9231620665295
"P16659"	24.786441938131	24.8759772738569	24.9324789832496	24.6910333667609	24.9021093604615	24.8230023385936	24.7130384480821	25.0037858698687	24.7296553843729	24.852876354389	24.8295350009736	24.7734712620883	24.9935909543396	25.0645196087545	25.1378445094121	25.0585496827415	25.0423660927414	25.0981996671817	25.0522025177242	24.9359126497852	24.9220424512067	25.0397542666281	25.1018381734226	23.9288880780532	23.8640361030259	23.8642439650962	23.849315372618	23.8466974320787	23.909938117493	23.853652215704	23.8264057300821	23.8567514952093	23.9634136553716	23.9891314799669	23.9822182725504	23.8323967439497	23.9646567386564	23.9695481296627	23.8674242967146	23.9652206218142	23.9422857586695	23.9651325295975	23.9823575582386	23.956969509866	23.9093705165736	24.0238352162513	24.0299460153038
"P0ABQ0"	22.1663396418942	22.1591217499276	22.2978628037585	22.0635991572193	22.3169002020952	22.1538785485885	22.1033678562978	22.2901111189928	22.0646519935946	22.155225885645	22.1810563866103	21.7744870781075	21.8702796723908	22.0254870085774	21.7866533094568	21.7538337172939	21.8397781468743	21.9593065180641	21.918583762562	21.9584783755273	21.6984689861722	21.8840027853253	21.8956122604337	21.9166536185368	21.9138594431532	21.8789766448191	21.8861594726449	21.8132840833656	21.9043200326283	21.9005587664022	21.8785015048894	21.8760072609708	21.8482248228909	21.5388254887207	21.4498367976239	21.4786728605031	21.5367262508615	21.4429303381275	21.4366058212975	21.5026677002907	21.5265087908465	21.4921319105908	21.4329975232238	21.836048813611	21.9000132682964	21.535787002421	21.5484814041675
"P0ADC3"	20.9730568869943	21.1275334334549	21.2411580605812	21.1792044770383	21.0054504842206	21.0714505781805	21.1590324141012	20.9100790676217	21.0249326770739	20.9305294547686	21.1664806285547	21.0530216871994	21.2412570030743	21.4242165319111	21.4081265323084	21.3626940544399	21.2823826087708	21.4043370541318	21.3488675230835	21.2256511017728	21.2313641716188	21.2937129908842	21.4455291880853	20.6133146641876	20.7296688671019	20.5639484730196	20.751808813059	20.7040032391035	20.5639950072161	20.6514616806275	20.7516944191567	20.6905112861965	20.5974069969801	20.8232754887505	20.8166899461465	20.6860285429497	20.8664926289412	20.828677306657	20.8203644117159	20.8287935027885	20.7786514795572	20.756230532707	20.82628934147	20.4946681119367	20.6333305217403	20.787606089985	20.8037590536352
