rowname	Ref8537_QC1_20230414_1	Ref8537_QC2_20230414_1	Ref8537_QC3_20230414_1	Ref8537_QC4_20230414_1	Ref8537_S4_20230414	Ref8537_S8_20230414	Ref8537_S11_20230414	Ref8537_S18_20230414	Ref8537_S21_20230414	Ref8537_S26_20230414	Ref8537_S35_20230414	Ref8537_S37_20230414	Ref8537_S45_20230414	Ref8537_S49_20230414	Ref8537_S52_20230414	Ref8537_S60_20230414	Ref8537_S65_20230414	Ref8537_S69_20230414	Ref8537_S75_20230414	Ref8537_S79_20230414	Ref8537_S82_20230414	Ref8537_S88_20230414	Ref8537_S94_20230414	Ref8537_S100_20230414	Clinspect_E_coli_A_QC1_Slot1-6_1_8640	Clinspect_E_coli_A_QC2_Slot1-15_1_8649	Clinspect_E_coli_A_S5_Slot1-7_1_8641	Clinspect_E_coli_A_S7_Slot1-24_1_8673	Clinspect_E_coli_A_S20_Slot1-20_1_8669	Clinspect_E_coli_A_S23_Slot1-8_1_8642	Clinspect_E_coli_A_S34_Slot1-18_1_8666	Clinspect_E_coli_A_S42_Slot1-21_1_8670	Clinspect_E_coli_A_S47_Slot1-14_1_8648	Clinspect_E_coli_B_QC3_Slot1-23_1_8672	Clinspect_E_coli_B_S53_Slot1-22_1_8671	Clinspect_E_coli_B_S66_Slot1-13_1_8647	Clinspect_E_coli_B_S91_Slot1-25_1_8674	BBM_673_P283_01_VEB_001_R4	BBM_673_P283_01_VEB_002_R3	BBM_673_P283_01_VEB_003_R3	BBM_673_P283_01_VEB_004_R3	BBM_673_P283_01_VEB_005_R3	BBM_673_P283_01_VEB_006_R2	BBM_673_P283_01_VEB_007_R2	BBM_673_P283_01_VEB_009_R2	BBM_673_P283_01_VEB_010_R2	BBM_673_P283_01_VEB_011_R2	BBM_673_P283_01_VEB_012_R2	BBM_673_P283_01_VEB_013_R2	BBM_673_P283_01_VEB_019_R2	BBM_673_P283_01_VEB_023_R3	20230516_EXPL1_LiSc_SA_S610_RT_25_s2	20230516_EXPL1_LiSc_SA_S610_RT_27_s12	20230516_EXPL1_LiSc_SA_S610_RT_30_s30	20230516_EXPL1_LiSc_SA_S610_RT_32_s38	20230516_EXPL1_LiSc_SA_S610_RT_35_s51	20230516_EXPL1_LiSc_SA_S610_RT_36_s56	20230516_EXPL1_LiSc_SA_S610_RT_37_s63	20230516_EXPL1_LiSc_SA_S610_RT_38_s68	20230516_EXPL1_LiSc_SA_S610_RT_39_s72	20230516_EXPL1_LiSc_SA_S610_RT_40_s80	20230516_EXPL1_LiSc_SA_S610_RT_41_s81	20230516_EXPL1_LiSc_SA_S610_RT_42_s89	20230516_EXPL1_LiSc_SA_S610_RT_43_s92	20230516_EXPL1_LiSc_SA_S610_RT_44_s96	20230516_EXPL1_LiSc_SA_S610_RT_45_QC1_LabD	CVT09_QC3_LabE_X025	CVT09_s3_X002	CVT09_s10_X003	CVT09_s13_X004	CVT09_s16_X005	CVT09_s25_X006	CVT09_s28_X007	CVT09_s31_X008	CVT09_s36_X009	CVT09_s41_X010	CVT09_s59_X013	CVT09_s61_X014	CVT09_s73_X016	CVT09_s84_X018	CVT09_s93_X020
A5A614	18.1162768511894	17.8099132822638	17.6910567946224	16.9935220332131	18.2523260927373	18.3217345387798	17.950262325186	17.3842176018756	18.0500922535142	17.816427610299	18.452213947869	19.2439414421467	18.0353156553213	17.3803682656649	17.4896364174508	17.8931813332443	17.4117905865198	17.5119411684689	17.6226097054132	17.2815212322107	17.6638397790256	17.6059715322311	17.1893810571584	16.9157821072744	19.5183896171819	18.5606949956503	18.4456695812876	16.0991446364744	18.5708218604921	17.7380466995118	17.2374012926946	18.3480423026661	19.7717432112351	NA	17.4870991790213	NA	16.4832093717659	18.8681298136725	18.5168595377453	17.976182668443	18.7219401644381	18.1771465118327	18.448967571491	18.3152030769336	17.4381614899553	18.4973701450098	18.2677162015933	18.1879492541726	16.7430758735416	16.8870069406399	16.8995507728478	18.0590026459324	18.2940655921403	18.2779961850767	18.2245048262191	17.2998810374779	17.5212072142724	17.3985948039808	17.1596424040088	17.5920799386338	17.3866995409753	17.1972424065214	17.0481356274556	17.4429320289753	17.391028583625	17.8861553101278	18.0676683982545	18.1950104948622	18.2519731368948	17.7183872828856	18.4653740503502	18.0094252008055	17.9626245119875	18.2090865187258	17.738562013798	18.4900144061288	17.0140375289331	17.6055534988858	17.4556169877997	17.2865696044303	17.9550827369351
O32583	18.9140467289562	19.1872799376406	18.7628370499577	17.8319054695373	19.0377203919857	18.583457706709	19.1832857442076	19.3582030981697	17.8655315157852	18.9860497538869	19.3547680469113	19.455169865446	19.3886124841942	19.2951299577082	18.641856337324	19.3020836271516	18.6936467733682	19.2982965058591	19.4541458626089	19.1193641852481	18.4215921094747	19.0892878932144	18.9198523030645	19.2421704761791	19.432373840014	18.8811544149293	18.7072770783219	19.0597928375441	19.0793534353794	20.0817912650447	19.4574248570999	19.3097783904063	18.5104614090587	18.9018307698531	19.016778620336	19.7525883853876	17.3535795844247	19.2495159455961	19.0876893776676	19.3771985961969	19.9553193042915	18.4021704215722	19.4755283286168	19.8678945496444	18.2429130904309	19.7146959336676	19.2390003795819	19.4912528222384	18.6664854568639	18.2527820272026	18.0221330032754	18.5009416163682	19.4178398114167	18.761618996691	19.3524182209287	18.8533566370199	18.7148179036616	19.3512771969155	19.0265399237872	18.8948145565079	18.561297732203	18.8089829029422	18.7710217983544	18.9724834222327	18.5313611507247	19.2210527044663	19.9593996748932	19.1631990415548	17.3821245291333	19.5497000360514	19.2920844128727	20.3072923655231	19.7674891091161	19.1764081308471	18.8853667478401	18.0695070550017	NA	NA	18.7440432191689	NA	NA
P00350	25.1880905663108	25.2186112566098	25.3942319448888	25.4320150885606	25.3891010768425	25.3087730623249	25.2195448182798	25.2426335337795	25.0964722529139	25.2625078582138	25.2663878428821	24.5823741160567	25.3875513291561	25.2592076999732	25.3931888428724	25.4618421535061	25.6230729895821	25.386230885833	25.6193719429879	25.5241517427867	25.4484066447068	25.4861988372181	25.50034732931	25.5010811974015	25.2846879723249	25.2207678530871	25.2653220177569	25.2309482193881	25.4186177202001	25.2545039816724	25.3951805428895	25.3430185058725	25.2116341927762	25.1773831135115	25.6288723756007	25.0942432634509	25.3790878739106	25.2223388423796	25.2105356432748	25.2921791808931	25.1536848822167	25.2792347323448	25.2157551820141	25.0749726829394	25.3183020751776	25.1985189461982	25.2458617497991	25.2634998795318	25.4002421799142	25.5222460770366	25.5285609045037	25.2962539083211	25.2398474091917	25.2873552692614	25.1290727703829	25.4129661916916	25.4356288215795	25.4054084650702	25.4647778983512	25.4308864964776	25.3817570495323	25.4539338315212	25.4405946833094	25.4735333405131	25.4300078769218	25.3703358705969	25.2799118592386	25.3158056769647	25.0796356854463	25.3477378176376	25.1329641751512	25.138953091108	25.0428494464043	25.1447207572143	25.3782815585635	25.3291991926626	25.5289910231087	25.472975822581	25.5016856892723	25.4474802686066	25.4456918195649
P00363	23.4663082510649	23.5481098166941	23.5437181034905	23.3974348829263	23.4514242822463	23.3983864449788	22.7978476938588	23.2585987985211	23.570792558783	23.2575429218277	23.0737001502233	22.3785761578719	23.1533007842065	23.410216564138	23.4004769988118	23.1310436749032	23.2091795622315	23.309030658317	23.0056690976145	23.2186929663308	23.1459641925683	23.4170030341186	23.2442091554494	23.1245302943838	23.3201639587128	23.2104484666206	23.2074599809553	23.5761991958447	23.6684752559134	23.3252112643986	22.9062172050591	23.2803308856072	23.5072238667352	23.3965105383548	23.1487491481604	22.93825584073	23.0253251657379	23.3920351105694	23.4069973377452	23.4334013784892	22.572790260534	24.0793589333623	23.3260925295038	22.7061596213854	23.7509523456213	23.0471660155859	23.2468832216601	23.2389438401921	22.8832109285233	23.2668092887717	23.5911145950091	23.6149396912917	23.4780031092913	23.657006730961	22.936171264965	22.9939169723333	23.0445570006327	23.0602838938671	23.1197090259538	23.141726978752	23.1034091421899	23.0837856239369	23.060471667825	23.3167492426121	23.390281834474	23.3854669345712	23.3677315161567	23.5719193195087	23.1175442373511	23.3794686182179	23.4547363448107	22.9637676929672	23.0437349183512	23.1538246767066	23.6439687539681	23.7402609471519	23.0685758568574	22.8998591453602	23.27198281074	23.0910177901905	23.2348245649552
P00370	24.5615603193045	24.4858027707195	25.1685580213077	25.0175451312383	24.4667082217641	24.4197810109529	24.3035199838244	24.382109759382	24.4686731004758	24.1767203302729	24.2088039708671	23.2814181737735	24.3081720853839	24.1936247520868	25.2000877928374	25.0686784249886	25.0653690027477	24.4333576540118	24.925847033067	25.030899221722	25.2005312246004	25.4288578836918	24.5134046958207	25.0982194935545	24.4613124918951	24.3894413481306	24.4298735030214	24.2801613510361	24.6432919095995	24.4416402227705	24.3770289752758	24.2753178452486	24.5511264809018	24.7907102997649	25.0923590493194	24.5836448094012	24.664707402255	24.4358906628794	24.3136008876461	24.2191441734837	24.4210216235311	24.9455796463837	24.3571072999837	24.1860416852581	24.6260113360296	24.0922335982118	24.318059120868	24.2998213923555	24.5431943532924	24.9908680898491	25.0547403821409	24.5767392194667	24.3810709555309	24.577647173519	24.3213838769157	24.6952407283563	24.735097688663	24.8678536642499	24.7282734645414	24.8705435741521	24.845908808053	24.9510091582334	24.8212363217504	25.1365853330726	25.054943923399	24.4321421562712	24.2095767604075	24.5795841202685	24.0488722919239	24.4231615806955	24.4224473181503	24.1389052443125	24.2209711910784	24.2630697487977	24.6740199205988	24.7484123654668	24.8917066193991	24.8307892686744	24.9474388446687	24.8617599503898	25.0039213019875
P00393	22.696790689293	22.7456039896138	22.6263295647924	22.7293948407112	22.4733964040286	22.7115034547521	22.7977076404369	22.3566053331046	21.7694163043665	22.5299163686709	22.664445615958	21.6700442564475	22.7701635083588	22.4648580130516	22.5948171275711	22.7419975095858	22.5096319557778	22.2206585714392	22.66157887103	22.5022018638556	22.7654309510002	22.8315112294955	22.3972503077333	22.7208266295406	22.2797564665121	22.7726318525138	22.4567252234435	22.6442520680777	22.3032327848377	22.6889794363909	22.5210506289607	22.3783663779347	22.2431986490155	22.598697159018	22.4122971647983	22.6656784377521	22.81203766302	22.3863927459559	22.4073172282429	22.7106869981803	22.6110027541247	22.4379326868586	22.4017645957017	22.5386138825045	22.5605507427161	22.5010143415408	22.5857814775056	22.6341295766893	22.2510556741419	22.5778016362336	22.5692456357364	22.4458562873728	22.4524812678724	22.4471046516191	22.6258144825051	22.5915069038311	22.5405398666037	22.5201313482054	22.5303950181828	22.603927886726	22.4801066804538	22.6219562326831	22.5895382398193	22.6054785524329	22.6884633728005	22.5905564640011	22.5630726255741	22.5744758993565	22.2730385370039	22.6387057689585	22.3971171237649	22.6322541728012	22.4031304421003	22.3864511354842	22.5302427027045	22.4455759832166	22.5268135383217	22.7005285897258	22.5459908376024	22.6520224653144	22.5868241737305
P00448	25.0628951314566	24.97805376415	24.4185145701163	24.3326352138793	24.9691612538301	24.6969002208948	25.6813806335473	25.4552551441218	25.0090054915287	25.3689337967866	25.1383589210792	25.7762980963032	25.4560916705856	25.5638657948669	24.5476303120203	24.3379115296248	24.683022498226	24.5312908472682	24.7291060223325	24.8932491977887	24.6069781202287	24.4111974808267	24.8279439020612	24.7086798693338	25.0830715070467	24.8456265561686	25.1698818494027	24.6443149742436	25.3737784492695	25.3546719511752	25.0371654993804	25.3939531865766	25.4561191084859	24.8128951715233	24.9908143706674	24.747086945022	24.8606598082065	25.1525336428644	25.149973828445	25.2307975337771	25.7347494944314	24.6035517437806	25.5066336785267	25.6030371429681	24.6337673864518	25.6104708536013	25.383556377383	25.4093855026892	24.3928672509767	24.6064670842183	24.7287029632132	25.1414687270172	25.5226175108215	24.8641937327419	25.6997124784587	24.6724886403707	24.7121699549043	24.9023503059417	24.3311398106926	24.5161543241043	24.3402991814599	24.4942186535652	24.7550407474571	24.5953719041363	24.2264984929713	25.3379888881892	25.4611074759481	24.8576392388268	25.876804253607	25.44428175831	25.3478657679603	25.5969140833653	25.5653541567325	25.5428281738888	25.0416767727917	25.0936838946198	24.464798659267	24.4134374853116	24.2119478361359	24.4023576552589	24.2980387887164
P00452	22.8600580703953	22.9202454757973	22.5662210076728	22.7066699427421	22.6567579369139	22.895567138454	23.0183441988356	22.5099958411099	22.0043177228788	22.686821814116	22.8457842789487	21.8264347160422	22.9609841185068	22.60134391783	22.6240337189994	22.7003396615346	22.7398805449515	22.1538650879009	22.8538586142534	22.5731186302699	22.7728442547957	22.7416600253604	22.5282899492838	22.7366254654043	22.7288206327965	22.8166970896911	22.8525318559197	22.6776589083899	22.716835465041	22.566857848174	22.6500022066424	22.8171347826923	22.5870465744165	22.6001548383883	22.5785323877609	22.3157084717183	22.6730535708437	22.5637478893681	22.6764043938958	22.7549423733733	22.8441715572278	22.4431605245007	22.5510422848872	22.9230739967656	22.9074156068722	22.7015535018189	22.7903718832527	22.8524193044179	22.2307085472351	22.5893306533933	22.5141619572685	22.6408465405685	22.642145171158	22.6514456394139	22.8457083104214	22.6456623129636	22.580547369204	22.3891062555642	22.6673196851191	22.6060723406775	22.5420540123043	22.6033684533949	22.5933264221932	22.6041999436293	22.6035268694386	22.868375196638	22.6030906962432	22.7104213086607	22.3143668157918	22.8617484520082	22.5327267029336	22.8343729539544	22.4185247881708	22.4349408964846	22.9197992661342	22.6579408799845	22.7254782264327	22.6835736254774	22.7698730233521	22.6809741474139	22.7235413605159
P00490	22.1929163802282	22.3215930185191	22.9214435673362	23.0461419543525	22.0669136347868	22.1361243072842	22.5296811632099	22.1741981459885	21.6390954692209	22.2091048789298	22.1067201800677	21.3110087719002	22.3132077808509	22.1752850726517	22.9704084519954	22.8245330651344	22.9175695488472	22.6232571606929	22.7907268832686	23.0240296648827	22.9515858882513	22.9651574540136	22.9114683891521	23.0137802005567	21.9704332584327	22.1738256750359	22.1404725578118	22.1401268485225	21.8936819550855	22.2951988379657	22.2145882643645	21.9547798116428	21.9185586027008	23.0306380977404	22.8472191317916	22.8102952829235	23.1237251287753	21.8543867731943	21.8859643299644	22.157008631576	22.2175617753154	22.0712253382304	21.9892642358383	22.2446475437172	22.202761374191	22.1239660642847	22.107804130212	22.1937732416515	22.7494144060986	23.063239907382	22.9221323137118	21.9462050324189	22.0624424903528	21.92250871844	22.2866344477617	22.9082628547703	22.8428434489087	22.655491996354	22.8737881678947	22.9048784991073	22.956577655514	22.9956331604797	23.001930941374	22.9994721179016	22.9952045349983	22.2931920184062	22.1406866161436	22.0480723262483	21.9541090220895	22.1883298032714	22.0001348651024	22.2849689374366	22.1406819883921	22.0743111496229	22.1378516531949	21.9953214333489	22.8532718416951	22.8630238573713	22.9432980458838	22.9433855966553	22.9574255690136
P00509	25.1673023328831	25.1197958341222	24.6431789647373	24.7758649478641	24.8691174291875	25.2790135827598	25.2108012122986	24.9156909301402	24.5548708974108	24.9574756839838	25.198692104391	24.6203898091813	25.2387023742156	24.9682238277637	24.6903814859099	24.8922076260546	24.9197014219547	24.6863887032144	25.0256735435578	24.7782805302574	25.0238980980042	24.8641555500869	24.7461914829067	24.9564122959876	24.9435210816532	25.1809700849031	24.945336565657	25.0795678162485	25.1662831943541	24.9153830737593	25.2530427134696	25.1641164891141	24.820520342189	24.5466329997592	24.8982588769006	24.6468044456273	24.7990549005507	24.8422204590858	24.9003656743902	25.1199854123383	24.983580511613	25.095416418305	24.9842665632143	24.9872356893529	24.9313340830655	24.9129055907625	25.0609275087805	25.1423384178135	24.6601970541718	24.9661486994603	24.9259163628293	24.865711282508	24.9862670955694	24.9112929298814	24.9074612317631	24.8550525869287	24.8543923556789	24.858895397423	24.9006309714104	24.8522208946113	24.8640979925029	24.9039487008232	24.8773764558701	24.8366450431978	24.8106748183409	25.1419854396571	25.0543239917931	25.0880158012224	24.6618869158077	25.2108782039518	24.9033549143057	25.0238039596537	24.7692254667649	24.7660844974473	25.1662243562305	24.9391004005802	24.9995673871164	24.8665132187039	24.9572785863295	24.8821978889233	24.912904551095
